,House Number,City,Parking Spaces,Bedrooms,Bathrooms,Servant Quarters,Kitchens,Store Rooms,price,Purpose,Location,Age Possession,area,price_per_sqft,colony,province,society,property Type
111,50805018,Rawalpindi,,5.0,6.0,1.0,2.0,1.0,4.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,3185.0,14128.73,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
112,51672453,Rawalpindi,1.0,5.0,6.0,1.0,2.0,1.0,3.85, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,2722.0,14144.01,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
113,51950125,,1.0,2.0,2.0,0.0,1.0,0.0,0.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1443.0,5544.01,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,
114,51077336,Rawalpindi,1.0,3.0,4.0,1.0,1.0,1.0,1.85, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,2178.0,8494.03,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
115,51615216,Rawalpindi,,5.0,6.0,1.0,2.0,0.0,2.1, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Moderately Old,1906.0,11017.84,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
116,51615271,Rawalpindi,,5.0,6.0,1.0,1.0,0.0,2.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1906.0,11804.83,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
117,51611499,Rawalpindi,,5.0,6.0,1.0,2.0,0.0,2.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1906.0,14165.79,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
118,52017842,Rawalpindi,1.0,8.0,10.0,1.0,3.0,1.0,2.45, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1906.0,12854.14,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
119,52034096,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,4.75, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,17450.4,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
120,52018174,Rawalpindi,1.0,8.0,10.0,1.0,3.0,1.0,2.45, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1906.0,12854.14,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
121,52002062,Rawalpindi,1.0,4.0,2.0,1.0,1.0,1.0,4.3, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Moderately Old,2722.0,15797.21,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi,Houses
122,52089115,Rawalpindi,,5.0,6.0,1.0,2.0,1.0,4.2, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,15429.83,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
123,52008587,Rawalpindi,,4.0,3.0,1.0,2.0,1.0,1.65, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1361.0,12123.44,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
124,52008853,Rawalpindi,,5.0,5.0,1.0,2.0,1.0,2.2, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,11542.5,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
125,51551755,,1.0,3.0,3.0,1.0,1.0,1.0,2.45, For Sale,"Askari 14, Rawalpindi, Punjab, ",Undefined,2722.0,9000.73,Askari 14,Punjab,Askari 14,
126,52102284,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,4.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,2450.0,17346.94,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
127,52098298,Rawalpindi,1.0,3.0,4.0,1.0,1.0,0.0,2.7, For Sale,Punjab Government Servant Housing Foundation,Relatively New,2722.0,9919.18,Punjab Government Servant Housing Foundation (PGSHF),Punjab,Punjab Government Servant Housing Foundation,Houses
128,48270210,Rawalpindi,,2.0,1.0,0.0,1.0,0.0,1.53, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Undefined,1361.0,11241.73,Snober City,Punjab,Adiala Road,Houses
129,49705408,Rawalpindi,,5.0,5.0,0.0,2.0,0.0,1.05, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Relatively New,1089.0,9641.87,Snober City,Punjab,Adiala Road,Houses
130,47916151,Rawalpindi,,7.0,8.0,1.0,2.0,0.0,1.58, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Undefined,1361.0,11609.11,Snober City,Punjab,Adiala Road,Houses
131,51594334,Rawalpindi,,2.0,1.0,0.0,1.0,0.0,0.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1361.0,6612.78,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
132,51592282,Rawalpindi,,2.0,2.0,0.0,1.0,0.0,1.1, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1361.0,8082.29,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
133,51591765,Rawalpindi,2.0,3.0,3.0,0.0,1.0,0.0,1.55, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1361.0,11388.68,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
134,51591265,Rawalpindi,2.0,3.0,3.0,1.0,1.0,1.0,2.1, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2178.0,9641.87,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
135,51680334,Rawalpindi,,6.0,7.0,1.0,2.0,1.0,5.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,5445.0,10101.01,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
136,51647605,Rawalpindi,,3.0,4.0,0.0,1.0,0.0,1.85, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1361.0,13592.95,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
137,51642225,Rawalpindi,,4.0,5.0,0.0,1.0,0.0,1.85, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1361.0,13592.95,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
138,52018236,Rawalpindi,1.0,8.0,10.0,1.0,3.0,1.0,2.45, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1906.0,12854.14,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
139,52072977,Rawalpindi,2.0,5.0,6.0,0.0,2.0,0.0,2.38, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,12486.88,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
140,52023250,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,3.4, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,12490.82,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
141,51979314,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,3.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,13960.32,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
142,51880846,Rawalpindi,3.0,5.0,6.0,1.0,2.0,2.0,8.95, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,4628.0,19338.81,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
143,50261711,Rawalpindi,1.0,5.0,5.0,1.0,2.0,1.0,1.15, For Sale,"New Afzal Town, Rawalpindi, Punjab, ",Old Property,1361.0,8449.67,New Afzal Town,Punjab,New Afzal Town,Houses
144,52099591,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,5.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2995.0,18363.94,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
145,52027623,Rawalpindi,1.0,3.0,3.0,1.0,1.0,4.0,1.5, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,11021.31,Airport Housing Society,Punjab,Airport Housing Society,Houses
146,51978164,Rawalpindi,,4.0,5.0,0.0,2.0,0.0,2.4, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1906.0,12591.82,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
147,47823535,Rawalpindi,3.0,7.0,6.0,1.0,2.0,1.0,1.1, For Sale,"Chakri Road, Rawalpindi, Punjab, ",Undefined,1361.0,8082.29,Chakri Road,Punjab,Chakri Road,Houses
148,48984942,Rawalpindi,,3.0,3.0,0.0,1.0,0.0,1.75, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Undefined,2178.0,8034.89,Adiala Road,Punjab,Adiala Road,Houses
149,49777766,Rawalpindi,,4.0,6.0,0.0,2.0,0.0,1.6, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Relatively New,1361.0,11756.06,Snober City,Punjab,Adiala Road,Houses
150,49536834,Rawalpindi,,5.0,5.0,1.0,2.0,1.0,1.7, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Relatively New,1634.0,10403.92,Snober City,Punjab,Adiala Road,Houses
151,52082102,Rawalpindi,,4.0,4.0,1.0,2.0,1.0,1.6, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Relatively New,1361.0,11756.06,Snober City,Punjab,Adiala Road,Houses
152,51612534,Rawalpindi,,3.0,4.0,1.0,2.0,0.0,1.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1361.0,13225.57,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
153,51612406,Rawalpindi,,3.0,4.0,1.0,2.0,0.0,1.85, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1361.0,13592.95,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
154,51993975,Rawalpindi,1.0,4.0,4.0,1.0,2.0,1.0,1.36, For Sale,"Range Road, Rawalpindi, Punjab, ",Relatively New,1089.0,12488.52,Range Road,Punjab,Range Road,Houses
155,51677821,Rawalpindi,4.0,9.0,10.0,1.0,3.0,3.0,0.53, For Sale,"Ranial, Rawalpindi, Punjab, ",New Property,817.0,6487.15,Ranial,Punjab,Ranial,Houses
156,51677493,Rawalpindi,24.0,4.0,4.0,0.0,2.0,1.0,0.55, For Sale,"Kohala, Rawalpindi, Punjab, ",Relatively New,1361.0,4041.15,Kohala,Punjab,Kohala,Houses
157,50811402,Rawalpindi,,6.0,8.0,0.0,3.0,0.0,4.5, For Sale,"Satellite Town, Rawalpindi, Punjab, ",Relatively New,1089.0,41322.31,Satellite Town ,Punjab,Satellite Town,Houses
158,49904459,Rawalpindi,1.0,5.0,6.0,1.0,2.0,1.0,3.6, For Sale,"Gulraiz Housing Scheme, Rawalpindi, Punjab, ",Relatively New,4356.0,8264.46,Gulraiz Housing Society Phase 6,Punjab,Gulraiz Housing Scheme,Houses
159,51892821,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,4.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,17266.72,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
160,51914137,Rawalpindi,4.0,6.0,7.0,1.0,2.0,2.0,18.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,10890.0,16528.93,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
161,51987240,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,6.95, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,3539.0,19638.32,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
162,51430624,,20.0,1.0,1.0,0.0,1.0,0.0,0.82, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,817.0,10036.72,Bahria Town ,Punjab,Bahria Town Rawalpindi,
163,51534142,Rawalpindi,4.0,5.0,6.0,1.0,2.0,1.0,10.75, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,19742.88,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi,Houses
164,48756405,Rawalpindi,1.0,5.0,6.0,1.0,1.0,1.0,2.15, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,11280.17,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
165,52100022,Rawalpindi,3.0,6.0,7.0,1.0,4.0,2.0,4.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,2450.0,17346.94,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
166,52079378,Rawalpindi,,6.0,6.0,1.0,2.0,2.0,11.25, For Sale,"Media Town, Rawalpindi, Punjab, ",Relatively New,5445.0,20661.16,Media Town,Punjab,Media Town,Houses
167,52101807,Rawalpindi,,,,,,,7.0, For Sale,"Satellite Town, Rawalpindi, Punjab, ",Undefined,1906.0,36726.13,Satellite Town,Punjab,Satellite Town,Houses
168,52041268,Rawalpindi,,,,,,,4.15, For Sale,"Chaklala Scheme, Rawalpindi, Punjab, ",Undefined,2722.0,15246.14,Chaklala Scheme 3,Punjab,Chaklala Scheme,Houses
169,48894977,Rawalpindi,2.0,4.0,6.0,2.0,2.0,2.0,2.6, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Undefined,2314.0,11235.96,Snober City,Punjab,Adiala Road,Houses
170,51989044,Rawalpindi,2.0,5.0,5.0,1.0,1.0,1.0,3.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,2722.0,13960.32,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi,Houses
171,52108899,Rawalpindi,3.0,6.0,6.0,1.0,2.0,0.0,7.95, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Moderately Old,5445.0,14600.55,Bahria Town Phase 4,Punjab,Bahria Town Rawalpindi,Houses
172,49141593,,,1.0,1.0,1.0,2.0,1.0,0.73, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,735.0,9931.97,Bahria Town ,Punjab,Bahria Town Rawalpindi,
173,48245180,Rawalpindi,,3.0,5.0,0.0,2.0,0.0,18.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,6534.0,28313.44,Bahria Town Phase 7,Punjab,Bahria Town Rawalpindi,Houses
174,52109874,Rawalpindi,3.0,,,,,,1.7, For Sale,"Railway Scheme 9, Rawalpindi, Punjab, ",Undefined,2178.0,7805.33,Railway Scheme 9,Punjab,Railway Scheme 9,Houses
175,51597354,Rawalpindi,2.0,5.0,5.0,1.0,1.0,1.0,3.6, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Moderately Old,2722.0,13225.57,Bahria Town Phase 2,Punjab,Bahria Town Rawalpindi,Houses
176,51735835,Rawalpindi,2.0,2.0,2.0,1.0,1.0,1.0,1.05, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1361.0,7714.92,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
177,51485886,Rawalpindi,3.0,6.0,6.0,1.0,2.0,1.0,3.5, For Sale,"Gulraiz Housing Scheme, Rawalpindi, Punjab, ",Moderately Old,3267.0,10713.19,Gulraiz Housing Society Phase 3,Punjab,Gulraiz Housing Scheme,Houses
178,46673237,Rawalpindi,4.0,4.0,5.0,2.0,1.0,2.0,1.35, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Relatively New,1361.0,9919.18,Snober City,Punjab,Adiala Road,Houses
179,51984001,,,1.0,2.0,0.0,0.0,0.0,1.45, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1035.0,14009.66,Bahria Heights,Punjab,Bahria Town Rawalpindi,
180,51978745,,4.0,1.0,1.0,1.0,1.0,2.0,0.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,681.0,10279.0,Bahria Town ,Punjab,Bahria Town Rawalpindi,
181,50468981,,,3.0,2.0,2.0,1.0,2.0,1.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Old Property,1443.0,10395.01,Bahria Town Phase 7,Punjab,Bahria Town Rawalpindi,
182,51279582,Rawalpindi,,4.0,4.0,0.0,2.0,2.0,2.25, For Sale,"Gulshan Abad, Rawalpindi, Punjab, ",Relatively New,1906.0,11804.83,Gulshan Abad,Punjab,Gulshan Abad,Houses
183,49926514,Rawalpindi,,5.0,6.0,1.0,2.0,1.0,9.95, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,18273.65,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi,Houses
184,51216414,Rawalpindi,,3.0,4.0,0.0,2.0,0.0,13.1, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,24058.77,Bahria Town Phase 4,Punjab,Bahria Town Rawalpindi,Houses
185,51817956,Rawalpindi,,5.0,0.0,1.0,2.0,0.0,5.15, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,2722.0,18919.91,Bahria Town Phase 4,Punjab,Bahria Town Rawalpindi,Houses
186,52014022,Rawalpindi,1.0,2.0,2.0,0.0,1.0,0.0,1.05, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1361.0,7714.92,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
187,52069824,Rawalpindi,2.0,,,,,,4.65, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,17083.03,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
188,49727392,Rawalpindi,1.0,5.0,6.0,1.0,2.0,2.0,1.2, For Sale,"Defence Road, Rawalpindi, Punjab, ",Moderately Old,1361.0,8817.05,Defence Road,Punjab,Defence Road,Houses
189,48224638,Rawalpindi,,5.0,6.0,1.0,2.0,1.0,0.6, For Sale,"Chakri Road, Rawalpindi, Punjab, ",Undefined,1361.0,4408.52,Al Ahmad,Punjab,Chakri Road,Houses
190,48302769,Rawalpindi,,0.0,0.0,0.0,2.0,0.0,0.48, For Sale,"Chakri Road, Rawalpindi, Punjab, ",Relatively New,1361.0,3526.82,Al Ahmad,Punjab,Chakri Road,Houses
191,52059125,Rawalpindi,,5.0,6.0,1.0,2.0,0.0,2.6, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,13641.13,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
192,52024599,,,5.0,6.0,1.0,2.0,1.0,1.05, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1198.0,8764.61,Bahria Town Phase 4,Punjab,Bahria Town Rawalpindi,
193,48712365,Rawalpindi,2.0,6.0,5.0,1.0,3.0,1.0,2.35, For Sale,"Gulshan Abad, Rawalpindi, Punjab, ",Relatively New,2722.0,8633.36,Gulshan Abad,Punjab,Gulshan Abad,Houses
194,52108189,Rawalpindi,2.0,4.0,4.0,0.0,2.0,2.0,2.0, For Sale,"Aria Mohalla, Rawalpindi, Punjab, ",Moderately Old,1361.0,14695.08,Aria Mohalla,Punjab,Aria Mohalla,Houses
195,51595627,Rawalpindi,,4.0,5.0,1.0,1.0,0.0,1.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1361.0,13225.57,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
196,51665986,Rawalpindi,,5.0,6.0,1.0,2.0,0.0,3.45, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,2722.0,12674.5,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
197,49673678,Rawalpindi,,,,,,,7.5, For Sale,"Satellite Town, Rawalpindi, Punjab, ",Undefined,2178.0,34435.26,Satellite Town,Punjab,Satellite Town,Houses
198,51988467,Rawalpindi,,4.0,5.0,1.0,2.0,1.0,2.6, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1634.0,15911.87,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
199,52010731,Rawalpindi,,4.0,5.0,0.0,0.0,0.0,4.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,2722.0,16531.96,Bahria Town Phase 2,Punjab,Bahria Town Rawalpindi,Houses
200,51611087,Rawalpindi,,,,,,,5.15, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,2722.0,18919.91,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi,Houses
201,50639795,Rawalpindi,3.0,4.0,6.0,1.0,2.0,1.0,4.95, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,18185.16,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
202,52085681,Rawalpindi,4.0,8.0,6.0,1.0,3.0,1.0,3.2, For Sale,"Gulshan Abad, Rawalpindi, Punjab, ",Moderately Old,2722.0,11756.06,Gulshan Abad,Punjab,Gulshan Abad,Houses
203,52059528,Rawalpindi,,5.0,5.0,1.0,2.0,1.0,5.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,2722.0,18368.85,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi,Houses
204,51638226,Rawalpindi,3.0,5.0,6.0,1.0,3.0,1.0,18.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,33057.85,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi,Houses
205,52020303,Rawalpindi,2.0,2.0,2.0,0.0,1.0,1.0,2.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,9919.18,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
206,51740602,Rawalpindi,,5.0,6.0,1.0,0.0,0.0,2.9, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Undefined,2722.0,10653.93,Snober City,Punjab,Adiala Road,Houses
207,52103268,Rawalpindi,2.0,2.0,2.0,1.0,1.0,1.0,0.88, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Under Construction,817.0,10771.11,Snober City,Punjab,Adiala Road,Houses
208,51985378,Rawalpindi,,5.0,6.0,1.0,2.0,1.0,2.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,3267.0,8264.46,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
209,52102270,Rawalpindi,1.0,1.0,1.0,1.0,1.0,1.0,6.4, For Sale,"Askari 14, Rawalpindi, Punjab, ",Undefined,3267.0,19589.84,Askari 14,Punjab,Askari 14,Houses
210,52001735,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,4.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,16531.96,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
211,51995709,Rawalpindi,1.0,4.0,5.0,1.0,1.0,1.0,3.15, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,16526.76,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
212,45274032,Rawalpindi,,5.0,6.0,1.0,2.0,1.0,14.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,5445.0,25711.66,Bahria Town Phase 2,Punjab,Bahria Town Rawalpindi,Houses
213,51691521,Rawalpindi,,5.0,6.0,1.0,2.0,1.0,3.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,13592.95,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
214,51614787,Rawalpindi,,5.0,6.0,1.0,2.0,1.0,2.55, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,13378.8,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
215,50562043,Rawalpindi,4.0,4.0,5.0,1.0,1.0,1.0,5.75, For Sale,"Satellite Town, Rawalpindi, Punjab, ",New Property,1906.0,30167.89,Satellite Town ,Punjab,Satellite Town,Houses
216,52010888,Rawalpindi,,5.0,6.0,0.0,0.0,0.0,3.3, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2450.0,13469.39,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
217,52014930,Rawalpindi,,6.0,7.0,0.0,3.0,0.0,3.6, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,2722.0,13225.57,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi,Houses
218,52024122,,,,,,,,1.55, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1307.0,11859.22,Bahria Town Phase 7,Punjab,Bahria Town Rawalpindi,
219,52102411,Rawalpindi,3.0,,,,,,5.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5173.0,11405.37,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
220,51666423,Rawalpindi,,5.0,6.0,1.0,2.0,1.0,3.2, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,2722.0,11756.06,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
221,51646869,Rawalpindi,,3.0,4.0,0.0,1.0,0.0,1.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1361.0,13960.32,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
222,51642556,Rawalpindi,,4.0,5.0,0.0,1.0,0.0,1.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1361.0,13225.57,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
223,52024829,Rawalpindi,4.0,5.0,7.0,1.0,3.0,2.0,15.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,5445.0,27548.21,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
224,51891480,Rawalpindi,1.0,5.0,5.0,1.0,1.0,1.0,3.85, For Sale,"Gulshan Abad, Rawalpindi, Punjab, ",Relatively New,5445.0,7070.71,Gulshan Abad Sector 2,Punjab,Gulshan Abad,Houses
225,51891394,Rawalpindi,,6.0,6.0,0.0,2.0,0.0,3.3, For Sale,"Gulshan Abad, Rawalpindi, Punjab, ",Relatively New,2722.0,12123.44,Gulshan Abad Sector 1,Punjab,Gulshan Abad,Houses
226,51891320,Rawalpindi,,6.0,6.0,0.0,2.0,0.0,3.4, For Sale,"Gulshan Abad, Rawalpindi, Punjab, ",Relatively New,2722.0,12490.82,Gulshan Abad Sector 2,Punjab,Gulshan Abad,Houses
