,House Number,City,Parking Spaces,Bedrooms,Bathrooms,Servant Quarters,Kitchens,Store Rooms,price,Purpose,Location,Age Possession,area,price_per_sqft,colony,province,society,property Type
769,52011802,Lahore,1.0,4.0,5.0,1.0,2.0,1.0,1.95, For Sale,"Park View City, Lahore, Punjab, ",Relatively New,1361.0,14327.7,Park View City ,Punjab,Park View City,Houses
770,48070719,Lahore,,4.0,5.0,1.0,0.0,0.0,2.55, For Sale,"Shadab Garden, Lahore, Punjab, ",New Property,2722.0,9368.11,Shadab Garden,Punjab,Shadab Garden,Houses
771,51730970,,,3.0,3.0,1.0,1.0,1.0,2.29, For Sale,"Askari, Lahore, Punjab, ",Undefined,2722.0,8412.93,Askari 11 ,Punjab,Askari,
772,51777781,,,,,,,,0.26, For Sale,"Labor Colony, Lahore, Punjab, ",Undefined,817.0,3182.37,Labor Colony ,Punjab,Labor Colony,
773,51984835,Lahore,3.0,5.0,6.0,2.0,2.0,2.0,5.5, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,3267.0,16835.02,Bahria Town ,Punjab,Bahria Town,Houses
774,51406596,,1.0,1.0,1.0,1.0,1.0,0.0,1.62, For Sale,"Gulberg, Lahore, Punjab, ",Relatively New,817.0,19828.64,Gulberg 3 ,Punjab,Gulberg,
775,51619484,Lahore,2.0,4.0,5.0,1.0,2.0,1.0,4.25, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,2722.0,15613.52,DHA Phase 8 ,Punjab,DHA Defence,Houses
776,48361013,Lahore,4.0,5.0,6.0,2.0,3.0,2.0,7.7, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,14141.41,DHA Phase 6,Punjab,DHA Defence,Houses
777,51946866,,,1.0,1.0,1.0,1.0,2.0,0.65, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,544.0,11948.53,Bahria Town ,Punjab,Bahria Town,
778,50422729,Lahore,5.0,5.0,5.0,0.0,2.0,0.0,13.0, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,10890.0,11937.56,Bahria Town ,Punjab,Bahria Town,Houses
779,52016922,Lahore,2.0,5.0,6.0,1.0,2.0,1.0,7.25, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,13314.97,DHA Phase 4,Punjab,DHA Defence,Houses
780,52016909,Lahore,2.0,5.0,6.0,1.0,2.0,1.0,7.9, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,14508.72,DHA Phase 3,Punjab,DHA Defence,Houses
781,52016635,Lahore,2.0,5.0,6.0,1.0,2.0,1.0,4.4, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,2722.0,16164.58,DHA Phase 8,Punjab,DHA Defence,Houses
782,52033690,Lahore,1.0,1.0,1.0,2.0,1.0,2.0,1.9, For Sale,"Park View City, Lahore, Punjab, ",Undefined,1361.0,13960.32,Park View City,Punjab,Park View City,Houses
783,50968067,,,2.0,2.0,0.0,1.0,0.0,0.72, For Sale,"Defence Road, Lahore, Punjab, ",Relatively New,817.0,8812.73,Defence Road,Punjab,Defence Road,
784,51132327,,,2.0,2.0,1.0,1.0,1.0,0.72, For Sale,"Sukh Chayn Gardens, Lahore, Punjab, ",Relatively New,817.0,8812.73,Sukh Chayn Gardens,Punjab,Sukh Chayn Gardens,
785,51510592,,,2.0,2.0,0.0,1.0,0.0,0.72, For Sale,"Jubilee Town, Lahore, Punjab, ",Relatively New,817.0,8812.73,Palm Villas ,Punjab,Jubilee Town,
786,52113584,Lahore,,4.0,5.0,1.0,1.0,1.0,2.0, For Sale,"Bahria Orchard, Lahore, Punjab, ",Under Construction,1634.0,12239.9,Bahria Orchard Phase 1 ,Punjab,Bahria Orchard,Houses
787,52113214,Lahore,1.0,3.0,4.0,1.0,2.0,1.0,2.1, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,1361.0,15429.83,DHA 9 Town,Punjab,DHA Defence,Houses
788,45688509,Lahore,4.0,6.0,7.0,1.0,2.0,2.0,8.25, For Sale,"Valencia Housing Society, Lahore, Punjab, ",Relatively New,5445.0,15151.52,Valencia Housing Society,Punjab,Valencia Housing Society,Houses
789,51821847,Lahore,2.0,4.0,5.0,0.0,0.0,0.0,3.25, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,2722.0,11939.75,DHA Phase 7,Punjab,DHA Defence,Houses
790,52013863,Lahore,2.0,4.0,5.0,0.0,0.0,0.0,4.99, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,2722.0,18332.11,DHA Phase 6 ,Punjab,DHA Defence,Houses
791,51924924,,,1.0,1.0,0.0,1.0,0.0,0.65, For Sale,"Bahria Town, Lahore, Punjab, ",New Property,599.0,10851.42,Bahria Town ,Punjab,Bahria Town,
792,50725944,Lahore,2.0,6.0,7.0,1.0,2.0,2.0,4.6, For Sale,"Airline Housing Society, Lahore, Punjab, ",Relatively New,2722.0,16899.34,Airline Housing Society,Punjab,Airline Housing Society,Houses
793,51524395,Lahore,,6.0,7.0,1.0,2.0,1.0,3.15, For Sale,"GT Road, Lahore, Punjab, ",Relatively New,1906.0,16526.76,Bismillah Housing Scheme,Punjab,GT Road,Houses
794,51469306,Lahore,1.0,5.0,6.0,1.0,2.0,1.0,1.65, For Sale,"GT Road, Lahore, Punjab, ",Relatively New,1361.0,12123.44,Al Ahmad,Punjab,GT Road,Houses
795,52098314,Lahore,1.0,3.0,4.0,1.0,1.0,1.0,2.15, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,15797.21,DHA 9 Town,Punjab,DHA Defence,Houses
796,52098357,Lahore,4.0,5.0,5.0,0.0,2.0,0.0,6.2, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,11386.59,DHA Phase 7,Punjab,DHA Defence,Houses
797,52098360,Lahore,1.0,3.0,4.0,1.0,1.0,1.0,1.95, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,14327.7,DHA 9 Town,Punjab,DHA Defence,Houses
798,52099595,Lahore,4.0,5.0,6.0,1.0,3.0,1.0,7.98, For Sale,"DHA Defence, Lahore, Punjab, ",Moderately Old,5445.0,14655.65,DHA Phase 4,Punjab,DHA Defence,Houses
799,52100958,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,7.95, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,14600.55,DHA Phase 6,Punjab,DHA Defence,Houses
800,51889333,,,2.0,2.0,0.0,1.0,0.0,0.78, For Sale,"Jubilee Town, Lahore, Punjab, ",Undefined,817.0,9547.12,Palm Villas ,Punjab,Jubilee Town,
801,51889529,,,2.0,2.0,0.0,1.0,1.0,0.78, For Sale,"Jubilee Town, Lahore, Punjab, ",Undefined,817.0,9547.12,Palm Villas ,Punjab,Jubilee Town,
802,51991618,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,8.8, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,16161.62,DHA Phase 8,Punjab,DHA Defence,Houses
803,51997991,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,13.0, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,23875.11,DHA Phase 6,Punjab,DHA Defence,Houses
804,52014024,Lahore,1.0,3.0,4.0,0.0,2.0,2.0,3.2, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,1361.0,23512.12,DHA 9 Town,Punjab,DHA Defence,Houses
805,52085414,Lahore,3.0,5.0,6.0,0.0,0.0,0.0,5.1, For Sale,"State Life Housing Society, Lahore, Punjab, ",Under Construction,3267.0,15610.65,State Life Housing Society,Punjab,State Life Housing Society,Houses
806,52085509,Lahore,2.0,,,,,,4.15, For Sale,"State Life Housing Society, Lahore, Punjab, ",Relatively New,2722.0,15246.14,State Life Housing Society,Punjab,State Life Housing Society,Houses
807,52112493,Lahore,3.0,5.0,6.0,2.0,2.0,1.0,6.1, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,5445.0,11202.94,Bahria Town,Punjab,Bahria Town,Houses
808,51498633,Lahore,4.0,5.0,6.0,2.0,3.0,0.0,6.95, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,12764.0,DHA Phase 7,Punjab,DHA Defence,Houses
809,51997235,,,1.0,1.0,0.0,1.0,0.0,0.74,,"Bahria Town, Lahore, Punjab, ",Undefined,,,Bahria Town ,Punjab,Bahria Town,
810,51457282,Lahore,,5.0,6.0,1.0,2.0,1.0,1.7, For Sale,"GT Road, Lahore, Punjab, ",Relatively New,1361.0,12490.82,Al Ahmad,Punjab,GT Road,Houses
811,51524436,Lahore,,5.0,6.0,1.0,2.0,1.0,4.5, For Sale,"GT Road, Lahore, Punjab, ",Relatively New,2722.0,16531.96,Bismillah Housing Scheme,Punjab,GT Road,Houses
812,52065403,Lahore,,5.0,6.0,1.0,2.0,1.0,1.65, For Sale,"GT Road, Lahore, Punjab, ",Relatively New,1361.0,12123.44,Al Ahmad,Punjab,GT Road,Houses
813,52065450,Lahore,,5.0,6.0,1.0,2.0,0.0,1.65, For Sale,"GT Road, Lahore, Punjab, ",Relatively New,1361.0,12123.44,Al Ahmad,Punjab,GT Road,Houses
814,52116628,Lahore,2.0,5.0,6.0,1.0,2.0,1.0,4.3, For Sale,"OPF Housing Scheme, Lahore, Punjab, ",Relatively New,2722.0,15797.21,OPF Housing Scheme,Punjab,OPF Housing Scheme,Houses
815,51737461,Lahore,2.0,3.0,4.0,1.0,1.0,1.0,1.89, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,13886.85,DHA 9 Town,Punjab,DHA Defence,Houses
816,51736923,Lahore,2.0,3.0,4.0,1.0,1.0,1.0,1.85, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,13592.95,DHA 9 Town,Punjab,DHA Defence,Houses
817,51921483,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,11.85, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,21763.09,DHA Phase 6 ,Punjab,DHA Defence,Houses
818,51848520,Lahore,4.0,5.0,6.0,2.0,3.0,2.0,7.5, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,6534.0,11478.42,DHA Phase 7 ,Punjab,DHA Defence,Houses
819,51899118,,,6.0,5.0,1.0,1.0,1.0,4.8, For Sale,"Bedian Road, Lahore, Punjab, ",Relatively New,21780.0,2203.86,Bedian Road,Punjab,Bedian Road,
820,52069590,Lahore,1.0,3.0,4.0,1.0,1.0,1.0,1.95, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,14327.7,DHA 9 Town,Punjab,DHA Defence,Houses
821,52100269,Lahore,,3.0,4.0,1.0,2.0,2.0,1.95, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,1361.0,14327.7,DHA 9 Town,Punjab,DHA Defence,Houses
822,52113058,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,6.5, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,5445.0,11937.56,DHA Phase 7,Punjab,DHA Defence,Houses
823,52100533,Lahore,1.0,4.0,4.0,1.0,2.0,1.0,1.68, For Sale,"Park View City, Lahore, Punjab, ",Relatively New,1361.0,12343.86,Park View City ,Punjab,Park View City,Houses
824,52017726,Lahore,,4.0,5.0,1.0,3.0,1.0,2.2, For Sale,"Pak Arab Housing Society, Lahore, Punjab, ",Undefined,1361.0,16164.58,Pak Arab Housing Society Phase 1,Punjab,Pak Arab Housing Society,Houses
825,52112467,Lahore,,5.0,6.0,0.0,0.0,0.0,9.0, For Sale,"DHA Defence, Lahore, Punjab, ",Undefined,5445.0,16528.93,DHA Phase 6,Punjab,DHA Defence,Houses
826,51857266,Lahore,2.0,3.0,2.0,1.0,2.0,1.0,1.64, For Sale,"Raiwind Road, Lahore, Punjab, ",Old Property,1361.0,12049.96,Lake City ,Punjab,Raiwind Road,Houses
827,51514736,Lahore,3.0,4.0,5.0,1.0,2.0,2.0,3.99, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,2722.0,14658.34,DHA Phase 8 ,Punjab,DHA Defence,Houses
828,52115258,Lahore,1.0,3.0,3.0,0.0,1.0,1.0,1.25, For Sale,"Jubilee Town, Lahore, Punjab, ",New Property,1361.0,9184.42,Jubilee Town ,Punjab,Jubilee Town,Houses
829,52077262,Lahore,,3.0,4.0,1.0,2.0,2.0,0.78, For Sale,"GT Road, Lahore, Punjab, ",New Property,817.0,9547.12,Bismillah Housing Scheme,Punjab,GT Road,Houses
830,52076547,Lahore,1.0,2.0,2.0,0.0,1.0,0.0,0.88, For Sale,"Al Rehman Garden, Lahore, Punjab, ",Relatively New,1089.0,8080.81,Al Ahmad Rehman Garden Phase 2,Punjab,Al Rehman Garden,Houses
831,52092421,Lahore,,3.0,3.0,1.0,2.0,0.0,0.95, For Sale,"GT Road, Lahore, Punjab, ",Under Construction,817.0,11627.91,Bismillah Housing Scheme,Punjab,GT Road,Houses
832,50936606,Lahore,1.0,5.0,5.0,0.0,2.0,1.0,2.0, For Sale,"Jubilee Town, Lahore, Punjab, ",Relatively New,1361.0,14695.08,Jubilee Town ,Punjab,Jubilee Town,Houses
833,50936609,Lahore,1.0,5.0,5.0,0.0,2.0,1.0,2.1, For Sale,"Jubilee Town, Lahore, Punjab, ",Relatively New,1361.0,15429.83,Jubilee Town ,Punjab,Jubilee Town,Houses
834,52116663,Lahore,,5.0,6.0,0.0,2.0,0.0,3.3,,"Park View City, Lahore, Punjab, ",Undefined,,,Park View City,Punjab,Park View City,Houses
835,51930890,Lahore,2.0,6.0,6.0,1.0,2.0,1.0,3.9, For Sale,"LDA Avenue, Lahore, Punjab, ",Relatively New,2722.0,14327.7,LDA Avenue,Punjab,LDA Avenue,Houses
836,51930891,Lahore,2.0,6.0,6.0,1.0,2.0,1.0,4.0, For Sale,"LDA Avenue, Lahore, Punjab, ",Relatively New,2722.0,14695.08,LDA Avenue,Punjab,LDA Avenue,Houses
837,52068842,Lahore,2.0,6.0,7.0,1.0,2.0,1.0,3.75, For Sale,"Jubilee Town, Lahore, Punjab, ",Relatively New,2722.0,13776.63,Jubilee Town,Punjab,Jubilee Town,Houses
838,52116656,Lahore,,0.0,0.0,0.0,0.0,0.0,3.3, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,2178.0,15151.52,Bahria Town ,Punjab,Bahria Town,Houses
839,52116652,Lahore,,5.0,6.0,0.0,2.0,0.0,3.25,,"Park View City, Lahore, Punjab, ",Undefined,,,Park View City,Punjab,Park View City,Houses
840,51965333,Lahore,,5.0,6.0,2.0,2.0,1.0,8.9, For Sale,"DHA Defence, Lahore, Punjab, ",Undefined,5445.0,16345.27,DHA Phase 6,Punjab,DHA Defence,Houses
841,52025426,Lahore,1.0,3.0,4.0,1.0,2.0,2.0,2.6, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,1361.0,19103.6,DHA 9 Town,Punjab,DHA Defence,Houses
842,52032011,Lahore,4.0,6.0,8.0,2.0,3.0,3.0,15.0, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,5445.0,27548.21,DHA Phase 6,Punjab,DHA Defence,Houses
843,52032066,Lahore,,5.0,6.0,2.0,2.0,2.0,36.0, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,10890.0,33057.85,DHA Phase 6,Punjab,DHA Defence,Houses
844,51493861,Lahore,4.0,5.0,6.0,2.0,2.0,1.0,8.39, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,15408.63,DHA Phase 6,Punjab,DHA Defence,Houses
845,51248431,Lahore,,5.0,5.0,2.0,3.0,1.0,6.58, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,12084.48,DHA Phase 7,Punjab,DHA Defence,Houses
846,52007184,Lahore,1.0,3.0,3.0,0.0,1.0,1.0,3.25, For Sale,"Central Park Housing Scheme, Lahore, Punjab, ",Under Construction,2722.0,11939.75,Central Park Housing Scheme,Punjab,Central Park Housing Scheme,Houses
847,52055246,Lahore,,3.0,4.0,0.0,2.0,1.0,1.1, For Sale,"Central Park Housing Scheme, Lahore, Punjab, ",Relatively New,817.0,13463.89,Central Park ,Punjab,Central Park Housing Scheme,Houses
848,52080451,Lahore,,5.0,6.0,1.0,2.0,1.0,2.6, For Sale,"Central Park Housing Scheme, Lahore, Punjab, ",New Property,2722.0,9551.8,Central Park Housing Scheme,Punjab,Central Park Housing Scheme,Houses
849,52030871,Lahore,,6.0,6.0,1.0,2.0,1.0,5.0, For Sale,"Raiwind Road, Lahore, Punjab, ",Relatively New,2722.0,18368.85,Lake City,Punjab,Raiwind Road,Houses
850,50353585,Lahore,,4.0,4.0,1.0,2.0,1.0,1.35, For Sale,"Jubilee Town, Lahore, Punjab, ",Undefined,817.0,16523.87,Jubilee Town ,Punjab,Jubilee Town,Houses
851,50435113,Lahore,4.0,6.0,7.0,1.0,3.0,1.0,5.9, For Sale,"LDA Avenue, Lahore, Punjab, ",Relatively New,5445.0,10835.63,LDA Avenue,Punjab,LDA Avenue,Houses
852,50438309,Lahore,2.0,6.0,7.0,1.0,2.0,1.0,2.75, For Sale,"LDA Avenue, Lahore, Punjab, ",Relatively New,2722.0,10102.87,LDA Avenue,Punjab,LDA Avenue,Houses
853,50756601,Lahore,2.0,6.0,7.0,1.0,2.0,1.0,3.55, For Sale,"LDA Avenue, Lahore, Punjab, ",Relatively New,2722.0,13041.88,LDA Avenue,Punjab,LDA Avenue,Houses
854,50761072,Lahore,2.0,5.0,6.0,1.0,2.0,1.0,4.2, For Sale,"LDA Avenue, Lahore, Punjab, ",Relatively New,2722.0,15429.83,LDA Avenue ,Punjab,LDA Avenue,Houses
855,50793271,Lahore,2.0,5.0,5.0,1.0,2.0,1.0,3.2, For Sale,"LDA Avenue, Lahore, Punjab, ",Relatively New,2722.0,11756.06,LDA Avenue ,Punjab,LDA Avenue,Houses
856,50793354,Lahore,,7.0,6.0,0.0,2.0,1.0,3.5, For Sale,"LDA Avenue, Lahore, Punjab, ",Undefined,2722.0,12858.19,LDA Avenue ,Punjab,LDA Avenue,Houses
857,50793503,Lahore,2.0,5.0,5.0,1.0,2.0,1.0,3.4, For Sale,"LDA Avenue, Lahore, Punjab, ",Relatively New,2722.0,12490.82,LDA Avenue ,Punjab,LDA Avenue,Houses
858,52089465,Lahore,1.0,3.0,4.0,0.0,2.0,2.0,3.0, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,1361.0,22042.62,DHA 9 Town ,Punjab,DHA Defence,Houses
859,51999598,Lahore,2.0,5.0,6.0,1.0,2.0,1.0,3.05, For Sale,"Central Park Housing Scheme, Lahore, Punjab, ",Relatively New,2722.0,11205.0,Central Park Housing Scheme,Punjab,Central Park Housing Scheme,Houses
860,52040361,Lahore,,3.0,4.0,1.0,2.0,0.0,2.25, For Sale,"Central Park Housing Scheme, Lahore, Punjab, ",Undefined,1361.0,16531.96,Central Park ,Punjab,Central Park Housing Scheme,Houses
861,48686131,Lahore,,3.0,4.0,0.0,2.0,0.0,2.0, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,14695.08,DHA 9 Town,Punjab,DHA Defence,Houses
862,52027107,Lahore,2.0,5.0,6.0,1.0,2.0,1.0,4.0, For Sale,"Jubilee Town, Lahore, Punjab, ",Undefined,2722.0,14695.08,Jubilee Town ,Punjab,Jubilee Town,Houses
863,50280209,Lahore,4.0,10.0,11.0,2.0,4.0,2.0,14.0, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,25711.66,DHA Phase 5 ,Punjab,DHA Defence,Houses
864,52027108,Lahore,2.0,6.0,6.0,1.0,2.0,1.0,3.5, For Sale,"Jubilee Town, Lahore, Punjab, ",Relatively New,2722.0,12858.19,Jubilee Town ,Punjab,Jubilee Town,Houses
865,51981179,Lahore,1.0,3.0,4.0,2.0,2.0,1.0,0.85, For Sale,"Ferozepur Road, Lahore, Punjab, ",Relatively New,817.0,10403.92,Awan Market,Punjab,Ferozepur Road,Houses
866,51821727,Lahore,2.0,4.0,5.0,0.0,0.0,0.0,3.85, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,2722.0,14144.01,Air Avenue ,Punjab,DHA Defence,Houses
867,51524124,Lahore,1.0,3.0,4.0,2.0,2.0,1.0,1.15, For Sale,"Al Rehman Garden, Lahore, Punjab, ",Relatively New,817.0,14075.89,Al Ahmad Rehman Garden Phase 2,Punjab,Al Rehman Garden,Houses
868,50417671,Lahore,,2.0,3.0,0.0,1.0,1.0,2.5, For Sale,"Awasia Housing Society, Lahore, Punjab, ",Undefined,2722.0,9184.42,Awasia Housing Society,Punjab,Awasia Housing Society,Houses
869,50291588,Lahore,,6.0,6.0,1.0,2.0,1.0,3.2, For Sale,Nasheman,Relatively New,2722.0,11756.06,Nasheman,Punjab,Nasheman,Houses
870,52097124,Lahore,,5.0,5.0,0.0,2.0,0.0,2.5, For Sale,"Military Accounts Housing Society, Lahore, Punjab, ",Undefined,2178.0,11478.42,Military Accounts Housing Society,Punjab,Military Accounts Housing Society,Houses
871,50199073,Lahore,2.0,6.0,7.0,1.0,3.0,1.0,3.8, For Sale,"LDA Avenue, Lahore, Punjab, ",Relatively New,2722.0,13960.32,LDA Avenue,Punjab,LDA Avenue,Houses
872,50213992,Lahore,1.0,6.0,6.0,1.0,3.0,1.0,2.9, For Sale,"Defence Road, Lahore, Punjab, ",Relatively New,1634.0,17747.86,Dream Gardens,Punjab,Defence Road,Houses
873,50302307,Lahore,2.0,6.0,7.0,1.0,2.0,1.0,4.3, For Sale,"Izmir Town, Lahore, Punjab, ",Relatively New,2722.0,15797.21,Izmir Town,Punjab,Izmir Town,Houses
874,50302387,Lahore,4.0,6.0,7.0,1.0,2.0,1.0,6.9, For Sale,"Izmir Town, Lahore, Punjab, ",Relatively New,5445.0,12672.18,Izmir Town,Punjab,Izmir Town,Houses
875,51932087,Lahore,,5.0,6.0,2.0,3.0,0.0,7.5, For Sale,"DHA Defence, Lahore, Punjab, ",Undefined,5445.0,13774.1,DHA Phase 5,Punjab,DHA Defence,Houses
876,51996579,Lahore,4.0,5.0,5.0,2.0,2.0,1.0,8.9, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,16345.27,DHA Phase 6,Punjab,DHA Defence,Houses
877,52093326,Lahore,4.0,5.0,6.0,2.0,3.0,3.0,8.85, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,5445.0,16253.44,DHA Phase 5,Punjab,DHA Defence,Houses
878,52090873,Lahore,4.0,5.0,6.0,2.0,3.0,0.0,7.3, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,13406.8,DHA Phase 7 ,Punjab,DHA Defence,Houses
879,51977444,Lahore,,3.0,5.0,0.0,2.0,0.0,1.6, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,1361.0,11756.06,Bahria Town ,Punjab,Bahria Town,Houses
880,52017511,Lahore,3.0,6.0,6.0,0.0,2.0,0.0,5.0, For Sale,"Raiwind Road, Lahore, Punjab, ",Under Construction,2722.0,18368.85,Lake City ,Punjab,Raiwind Road,Houses
881,51989836,Lahore,,5.0,6.0,0.0,2.0,0.0,3.5,,"Park View City, Lahore, Punjab, ",Undefined,,,Park View City,Punjab,Park View City,Houses
882,52076747,Lahore,4.0,4.0,5.0,2.0,2.0,2.0,1.55,,"Park View City, Lahore, Punjab, ",Relatively New,,,Park View City,Punjab,Park View City,Houses
883,52112566,Lahore,1.0,3.0,4.0,1.0,2.0,1.0,0.8, For Sale,"Al Haram Garden, Lahore, Punjab, ",Under Construction,817.0,9791.92,Al Ahmad Haram Garden,Punjab,Al Haram Garden,Houses
884,52116543,,1.0,1.0,1.0,0.0,1.0,1.0,0.65, For Sale,"Gulberg, Lahore, Punjab, ",New Property,544.0,11948.53,CBD Punjab (PCBDDA),Punjab,Gulberg,
885,51871965,Lahore,1.0,3.0,4.0,2.0,2.0,1.0,1.02, For Sale,"Al Rehman Garden, Lahore, Punjab, ",Relatively New,817.0,12484.7,Al Ahmad Rehman Garden Phase 2,Punjab,Al Rehman Garden,Houses
886,52114829,Lahore,,5.0,6.0,0.0,0.0,0.0,8.0, For Sale,"DHA Defence, Lahore, Punjab, ",Undefined,5445.0,14692.38,DHA Phase 7,Punjab,DHA Defence,Houses
887,52114859,Lahore,,5.0,6.0,0.0,0.0,0.0,8.5, For Sale,"DHA Defence, Lahore, Punjab, ",Undefined,5445.0,15610.65,DHA Phase 7,Punjab,DHA Defence,Houses
888,51892776,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,7.89, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,14490.36,DHA Phase 6 ,Punjab,DHA Defence,Houses
889,51525048,Lahore,1.0,5.0,4.0,2.0,2.0,2.0,2.25, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,16531.96,DHA 9 Town,Punjab,DHA Defence,Houses
890,52113081,Lahore,,3.0,3.0,0.0,1.0,0.0,2.25, For Sale,"Central Park Housing Scheme, Lahore, Punjab, ",Undefined,2722.0,8265.98,Central Park ,Punjab,Central Park Housing Scheme,Houses
891,52013057,Lahore,4.0,5.0,6.0,2.0,3.0,1.0,7.4, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,13590.45,DHA Phase 7,Punjab,DHA Defence,Houses
892,52111468,Lahore,,7.0,8.0,2.0,2.0,1.0,24.5, For Sale,"DHA Defence, Lahore, Punjab, ",Undefined,10890.0,22497.7,DHA Phase 3 ,Punjab,DHA Defence,Houses
893,52112551,Lahore,1.0,3.0,3.0,1.0,2.0,2.0,1.25, For Sale,"Raiwind Road, Lahore, Punjab, ",New Property,817.0,15299.88,Al Ahmad,Punjab,Raiwind Road,Houses
894,52076863,Lahore,1.0,3.0,4.0,1.0,1.0,1.0,2.0, For Sale,"Paragon City, Lahore, Punjab, ",Relatively New,1361.0,14695.08,Paragon City,Punjab,Paragon City,Houses
895,52081737,Lahore,1.0,3.0,4.0,0.0,2.0,1.0,1.9, For Sale,"Paragon City, Lahore, Punjab, ",Relatively New,1361.0,13960.32,Paragon City,Punjab,Paragon City,Houses
896,52098354,Lahore,1.0,5.0,6.0,1.0,2.0,1.0,1.65, For Sale,"GT Road, Lahore, Punjab, ",Under Construction,1361.0,12123.44,Al Ahmad,Punjab,GT Road,Houses
897,52097955,Lahore,2.0,6.0,7.0,0.0,2.0,0.0,6.25, For Sale,"Punjab Coop Housing Society, Lahore, Punjab, ",Undefined,5445.0,11478.42,Punjab Coop Housing ,Punjab,Punjab Coop Housing Society,Houses
898,52115454,Lahore,4.0,7.0,8.0,1.0,2.0,1.0,6.0, For Sale,"Punjab Govt Employees Society, Lahore, Punjab, ",Moderately Old,4356.0,13774.1,PGECHS Phase 2,Punjab,Punjab Govt Employees Society,Houses
899,52054831,,,1.0,1.0,0.0,1.0,0.0,0.7, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,735.0,9523.81,Bahria Town ,Punjab,Bahria Town,
900,52054947,,,1.0,1.0,0.0,1.0,0.0,0.65, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,544.0,11948.53,Bahria Town ,Punjab,Bahria Town,
901,52111509,Lahore,1.0,3.0,4.0,1.0,1.0,1.0,1.95, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,14327.7,DHA 9 Town ,Punjab,DHA Defence,Houses
902,51989216,Lahore,6.0,6.0,7.0,2.0,2.0,2.0,48.5, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,10890.0,44536.27,DHA Phase 6,Punjab,DHA Defence,Houses
