Unnamed: 0,House Number,City,Parking Spaces,Bedrooms,Bathrooms,Servant Quarters,Kitchens,Store Rooms,price,Purpose,Location,Age Possession,area,price_per_sqft,colony,province,society,property Type
321,51970885,Rawalpindi,4.0,5.0,6.0,1.0,3.0,1.0,16.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,5445.0,30854.0,Bahria Town Phase 2,Punjab,Bahria Town Rawalpindi,Houses
322,52001732,Rawalpindi,,5.0,5.0,0.0,1.0,1.0,14.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,5445.0,26630.0,Bahria Town Phase 7,Punjab,Bahria Town Rawalpindi,Houses
323,51981515,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,9.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,16529.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
324,51262771,Rawalpindi,,5.0,5.0,1.0,2.0,2.0,4.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,5445.0,8815.0,Bahria Town Phase 6,Punjab,Bahria Town Rawalpindi,Houses
325,51974904,Rawalpindi,8.0,9.0,10.0,3.0,2.0,2.0,7.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,4628.0,17070.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
326,51974906,Rawalpindi,1.0,4.0,4.0,1.0,0.0,1.0,9.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,5445.0,16529.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
327,51981512,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,10.4, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,19100.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
328,52108553,Rawalpindi,3.0,5.0,5.0,1.0,2.0,2.0,4.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,14695.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
329,48246948,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,3.75, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Moderately Old,2722.0,13777.0,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi,Houses
330,52102051,Rawalpindi,1.0,4.0,4.0,1.0,2.0,1.0,1.85, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,13593.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses
331,49228622,,,1.0,1.0,0.0,1.0,1.0,0.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,898.0,8909.0,Bahria Town ,Punjab,Bahria Town Rawalpindi,
332,51969461,Rawalpindi,1.0,3.0,4.0,1.0,1.0,1.0,5.0, For Sale,"Gulraiz Housing Scheme, Rawalpindi, Punjab, ",Undefined,3267.0,15305.0,Gulraiz Housing Scheme,Punjab,Gulraiz Housing Scheme,Houses
333,51707555,Rawalpindi,4.0,2.0,2.0,1.0,1.0,2.0,0.62, For Sale,"Samarzar Housing Society, Rawalpindi, Punjab, ",Relatively New,817.0,7589.0,Samarzar Housing Society,Punjab,Samarzar Housing Society,Houses
334,51901247,Rawalpindi,,3.0,4.0,0.0,2.0,1.0,1.2, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Undefined,1089.0,11019.0,Snober City,Punjab,Adiala Road,Houses
335,40966074,Rawalpindi,,5.0,6.0,1.0,2.0,0.0,4.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,3812.0,11805.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
336,37264255,Rawalpindi,,3.0,5.0,1.0,1.0,1.0,1.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1361.0,13960.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
337,52108665,Rawalpindi,1.0,4.0,5.0,0.0,2.0,1.0,1.4, For Sale,"Munawar Colony, Rawalpindi, Punjab, ",New Property,1089.0,12856.0,Munawar Colony,Punjab,Munawar Colony,Houses
338,51896056,Rawalpindi,2.0,5.0,5.0,1.0,2.0,0.0,2.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,14690.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
339,51875096,Rawalpindi,3.0,4.0,5.0,1.0,1.0,0.0,4.3, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,3539.0,12150.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
340,51825015,Rawalpindi,3.0,5.0,5.0,1.0,2.0,0.0,3.15, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,11572.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
341,51761211,Rawalpindi,2.0,5.0,5.0,1.0,2.0,0.0,2.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,14690.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
342,52001850,Rawalpindi,,1.0,1.0,1.0,1.0,1.0,1.65, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Relatively New,1361.0,12123.0,Adiala Road,Punjab,Adiala Road,Houses
343,52042120,Rawalpindi,1.0,5.0,5.0,1.0,1.0,1.0,2.3, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1906.0,12067.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
344,52041911,Rawalpindi,1.0,5.0,6.0,1.0,2.0,1.0,2.4, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1906.0,12592.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
345,52041812,Rawalpindi,1.0,5.0,6.0,1.0,2.0,1.0,2.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1906.0,11805.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
346,52042035,Rawalpindi,1.0,5.0,6.0,1.0,2.0,1.0,2.2, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1906.0,11542.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
347,52070898,Rawalpindi,,6.0,6.0,0.0,0.0,0.0,1.65, For Sale,"Taj Residencia, Rawalpindi, Punjab, ",Undefined,1361.0,12123.0,Taj Residencia ,Punjab,Taj Residencia,Houses
348,51999004,Rawalpindi,,5.0,6.0,1.0,2.0,0.0,4.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,2722.0,17634.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
349,51981513,Rawalpindi,,5.0,6.0,1.0,2.0,0.0,4.6, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,2722.0,16899.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
350,51274659,Rawalpindi,,6.0,6.0,0.0,2.0,0.0,1.65, For Sale,"Taj Residencia, Rawalpindi, Punjab, ",Undefined,1361.0,12123.0,Taj Residencia,Punjab,Taj Residencia,Houses
351,52034659,Rawalpindi,,4.0,5.0,1.0,2.0,1.0,1.5, For Sale,"Yousaf Colony, Rawalpindi, Punjab, ",Relatively New,4896.0,3064.0,Yousaf Colony,Punjab,Yousaf Colony,Houses
352,49684657,Rawalpindi,2.0,3.0,5.0,1.0,2.0,0.0,5.6, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,20573.0,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi,Houses
353,50642806,Rawalpindi,,5.0,6.0,1.0,2.0,0.0,7.95, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,4900.0,16224.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
354,47453112,,2.0,5.0,5.0,1.0,1.0,1.0,3.5, For Sale,"Askari 13, Rawalpindi, Punjab, ",Moderately Old,2722.0,12858.0,Askari 13,Punjab,Askari 13,
355,51790580,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,4.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,3267.0,13774.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
356,51790423,Rawalpindi,3.0,5.0,5.0,1.0,2.0,0.0,5.6, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,20573.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
357,51767573,Rawalpindi,3.0,5.0,5.0,1.0,2.0,0.0,4.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,16532.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
358,51766748,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,5.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,21675.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
359,49940155,Rawalpindi,,6.0,6.0,1.0,2.0,1.0,11.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,21120.0,Bahria Town Phase 1,Punjab,Bahria Town Rawalpindi,Houses
360,51242811,Rawalpindi,,7.0,8.0,2.0,2.0,2.0,18.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,5445.0,33058.0,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi,Houses
361,49164897,Rawalpindi,4.0,7.0,7.0,1.0,2.0,1.0,11.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,20202.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
362,52067373,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,4.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,18001.0,Bahria Town Phase 6,Punjab,Bahria Town Rawalpindi,Houses
363,52067233,Rawalpindi,,5.0,7.0,1.0,2.0,1.0,6.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,5445.0,12672.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
364,51971969,Rawalpindi,,5.0,7.0,1.0,2.0,1.0,13.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,5445.0,23875.0,Bahria Town Phase 4,Punjab,Bahria Town Rawalpindi,Houses
365,51981514,Rawalpindi,,5.0,6.0,1.0,2.0,0.0,7.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,4628.0,17070.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
366,52030563,Rawalpindi,6.0,5.0,7.0,1.0,2.0,1.0,1.9, For Sale,"Gulraiz Housing Scheme, Rawalpindi, Punjab, ",New Property,1634.0,11628.0,Gulraiz Housing Society Phase 2,Punjab,Gulraiz Housing Scheme,Houses
368,51615315,Rawalpindi,,5.0,6.0,1.0,2.0,2.0,2.45, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,12854.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
369,52035087,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,3.2, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,1906.0,16789.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
370,51556271,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,6.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,22961.0,Bahria Town Phase 2,Punjab,Bahria Town Rawalpindi,Houses
371,51038037,,2.0,1.0,1.0,0.0,1.0,1.0,0.54, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,653.0,8270.0,C Junction Commercial,Punjab,Bahria Town Rawalpindi,
372,51058036,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,2.45, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,12854.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
373,50799734,Rawalpindi,2.0,5.0,7.0,1.0,2.0,1.0,5.4, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,19838.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
374,51766559,Rawalpindi,3.0,5.0,5.0,1.0,2.0,0.0,3.4, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,12491.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
375,51760077,Rawalpindi,2.0,5.0,5.0,1.0,2.0,1.0,3.3, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,17314.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
376,51759957,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,4.35, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,15981.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
377,51750760,Rawalpindi,1.0,4.0,4.0,1.0,2.0,1.0,2.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,14166.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
378,51750350,Rawalpindi,2.0,5.0,5.0,1.0,2.0,0.0,3.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,17051.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
379,51738761,Rawalpindi,2.0,5.0,5.0,1.0,1.0,1.0,3.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,14328.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
380,52004402,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,2.35, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1906.0,12329.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
381,51960297,Rawalpindi,3.0,6.0,6.0,1.0,2.0,1.0,3.2, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,2722.0,11756.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
382,52025059,Rawalpindi,,2.0,3.0,0.0,1.0,0.0,0.85, For Sale,"Lalazar 2, Rawalpindi, Punjab, ",Undefined,1361.0,6245.0,Lalazar 2,Punjab,Lalazar 2,Houses
384,51860444,Rawalpindi,2.0,7.0,7.0,1.0,3.0,2.0,3.45, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,18101.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
385,51859898,Rawalpindi,2.0,5.0,5.0,1.0,2.0,1.0,3.85, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2586.0,14888.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
386,52036812,Rawalpindi,3.0,5.0,6.0,1.0,2.0,2.0,9.75, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,5445.0,17906.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
387,52079211,Rawalpindi,4.0,7.0,8.0,2.0,3.0,0.0,1.7, For Sale,"High Court Road, Rawalpindi, Punjab, ",Relatively New,1361.0,12491.0,High Court Road,Punjab,High Court Road,Houses
388,50429455,Rawalpindi,1.0,3.0,4.0,1.0,2.0,1.0,1.36, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,9993.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses
389,51321232,Rawalpindi,3.0,4.0,6.0,1.0,2.0,1.0,1.65, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Moderately Old,1361.0,12123.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses
390,52093168,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,5.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,2722.0,20206.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
391,52076158,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,11.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,5445.0,21488.0,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi,Houses
392,48498267,Rawalpindi,2.0,7.0,7.0,0.0,2.0,1.0,2.7, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,2178.0,12397.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses
393,48497951,Rawalpindi,2.0,4.0,5.0,0.0,2.0,0.0,2.0, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,14695.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses
394,50663971,Rawalpindi,2.0,3.0,4.0,0.0,1.0,0.0,1.65, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1634.0,10098.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses
395,50946698,Rawalpindi,1.0,3.0,3.0,1.0,1.0,1.0,1.2, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1089.0,11019.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses
396,51738525,Rawalpindi,3.0,5.0,5.0,1.0,2.0,0.0,4.6, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,3539.0,12998.0,Bahria Town Phase 7,Punjab,Bahria Town Rawalpindi,Houses
397,51724949,Rawalpindi,3.0,5.0,5.0,1.0,2.0,0.0,3.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,14328.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
398,51724182,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,3.85, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,14144.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
399,50725057,Rawalpindi,,3.0,4.0,0.0,2.0,0.0,1.37, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Undefined,1361.0,10066.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses
400,52017178,Rawalpindi,,5.0,6.0,1.0,2.0,0.0,7.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,5445.0,14509.0,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi,Houses
401,52035399,Rawalpindi,,5.0,6.0,1.0,2.0,0.0,3.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,2722.0,13960.0,Bahria Town Phase 7,Punjab,Bahria Town Rawalpindi,Houses
402,52035401,Rawalpindi,,3.0,4.0,1.0,1.0,0.0,1.95, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1361.0,14328.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
403,52035400,Rawalpindi,,5.0,6.0,1.0,2.0,0.0,2.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1906.0,11805.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
404,51159003,Rawalpindi,2.0,4.0,5.0,1.0,2.0,1.0,2.9, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1634.0,17748.0,Airport Housing Society,Punjab,Airport Housing Society,Houses
406,51882418,Rawalpindi,2.0,4.0,5.0,0.0,2.0,0.0,3.4, For Sale,"Gulshan Abad, Rawalpindi, Punjab, ",Relatively New,2722.0,12491.0,Gulshan Abad Sector 2,Punjab,Gulshan Abad,Houses
407,51659631,Rawalpindi,2.0,5.0,7.0,1.0,2.0,1.0,3.65, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,19150.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
408,51992202,Rawalpindi,2.0,5.0,5.0,1.0,2.0,1.0,3.65, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,1906.0,19150.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
409,52026075,,,2.0,2.0,1.0,1.0,0.0,1.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1443.0,10395.0,Bahria Town Phase 7,Punjab,Bahria Town Rawalpindi,
410,48720538,Rawalpindi,,5.0,6.0,1.0,2.0,0.0,11.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,21488.0,Bahria Town Phase 4,Punjab,Bahria Town Rawalpindi,Houses
411,50946603,Rawalpindi,2.0,3.0,3.0,0.0,1.0,0.0,1.5, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,11021.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses
412,50945896,Rawalpindi,,6.0,8.0,0.0,2.0,0.0,2.85, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,2178.0,13085.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses
413,50945460,Rawalpindi,2.0,4.0,4.0,2.0,2.0,1.0,1.9, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,13960.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses
414,50945287,Rawalpindi,,4.0,6.0,0.0,2.0,0.0,2.3, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1634.0,14076.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses
415,50945181,Rawalpindi,2.0,4.0,5.0,0.0,2.0,0.0,2.0, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,14695.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses
416,51711725,Rawalpindi,3.0,4.0,4.0,1.0,1.0,1.0,4.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,3267.0,14998.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
417,51710722,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,4.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,17267.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
418,51644172,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,4.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,17634.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses
419,51641482,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,3.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,12858.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
420,51641317,Rawalpindi,3.0,5.0,5.0,1.0,2.0,0.0,3.4, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,12491.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
421,51628477,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,3.75, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,13777.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
422,51613451,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,4.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,3267.0,13774.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
423,51611943,Rawalpindi,4.0,7.0,8.0,0.0,3.0,0.0,8.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5990.0,14691.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
424,49268631,Rawalpindi,2.0,3.0,3.0,1.0,1.0,1.0,1.35, For Sale,"Misryal Road, Rawalpindi, Punjab, ",Undefined,1361.0,9919.0,Misryal Road,Punjab,Misryal Road,Houses
425,49257231,Rawalpindi,2.0,5.0,6.0,1.0,2.0,2.0,2.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,14166.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
426,51942504,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,1.95, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1906.0,10231.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
427,51893365,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,3.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,14328.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses
429,52031180,Rawalpindi,3.0,5.0,6.0,1.0,1.0,1.0,5.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,2722.0,20206.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
430,52081457,,5.0,2.0,2.0,1.0,1.0,2.0,1.1, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1198.0,9182.0,Bahria Town ,Punjab,Bahria Town Rawalpindi,
431,52060042,Rawalpindi,,4.0,4.0,1.0,2.0,1.0,1.35, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Undefined,1361.0,9919.0,Snober City,Punjab,Adiala Road,Houses
432,51875645,Rawalpindi,1.0,6.0,7.0,0.0,2.0,1.0,2.8, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Undefined,2722.0,10287.0,Adiala Road,Punjab,Adiala Road,Houses
433,51664708,,1.0,2.0,2.0,1.0,1.0,1.0,1.65, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1933.0,8536.0,Bahria Square Commercial,Punjab,Bahria Town Rawalpindi,
434,51993083,,1.0,3.0,4.0,1.0,2.0,1.0,4.4, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,4029.0,10921.0,River Loft,Punjab,Bahria Town Rawalpindi,
435,51967013,Rawalpindi,,5.0,6.0,1.0,2.0,0.0,8.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,15611.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses
436,50945132,Rawalpindi,2.0,4.0,5.0,0.0,2.0,0.0,1.75, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,12858.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses
437,50921182,Rawalpindi,1.0,2.0,2.0,0.0,1.0,0.0,1.2, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,8817.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses
