Unnamed: 0,House Number,City,Parking Spaces,Bedrooms,Bathrooms,Servant Quarters,Kitchens,Store Rooms,price,Purpose,Location,Age Possession,area,price_per_sqft,colony,province,society,property Type,area_room_ratio
416,51711725,Rawalpindi,3.0,4.0,4.0,1.0,1.0,1.0,4.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,3267.0,14998.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses,816.75
417,51710722,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,4.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,17267.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses,544.4
418,51644172,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,4.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,17634.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses,544.4
419,51641482,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,3.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,12858.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses,544.4
420,51641317,Rawalpindi,3.0,5.0,5.0,1.0,2.0,0.0,3.4, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,12491.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,544.4
421,51628477,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,3.75, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,13777.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,544.4
422,51613451,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,4.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,3267.0,13774.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,653.4
423,51611943,Rawalpindi,4.0,7.0,8.0,0.0,3.0,0.0,8.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5990.0,14691.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,855.7142857142857
424,49268631,Rawalpindi,2.0,3.0,3.0,1.0,1.0,1.0,1.35, For Sale,"Misryal Road, Rawalpindi, Punjab, ",Undefined,1361.0,9919.0,Misryal Road,Punjab,Misryal Road,Houses,453.6666666666667
425,49257231,Rawalpindi,2.0,5.0,6.0,1.0,2.0,2.0,2.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,14166.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,381.2
426,51942504,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,1.95, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1906.0,10231.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,381.2
427,51893365,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,3.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,14328.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,544.4
429,52031180,Rawalpindi,3.0,5.0,6.0,1.0,1.0,1.0,5.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,2722.0,20206.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses,544.4
430,52081457,Rawalpindi,5.0,2.0,2.0,1.0,1.0,2.0,1.1, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1198.0,9182.0,Bahria Town ,Punjab,Bahria Town Rawalpindi,Flats,599.0
432,51875645,Rawalpindi,1.0,6.0,7.0,0.0,2.0,1.0,2.8, For Sale,"Adiala Road, Rawalpindi, Punjab, ",Undefined,2722.0,10287.0,Adiala Road,Punjab,Adiala Road,Houses,453.6666666666667
433,51664708,Rawalpindi,1.0,2.0,2.0,1.0,1.0,1.0,1.65, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1933.0,8536.0,Bahria Square Commercial,Punjab,Bahria Town Rawalpindi,Upper,966.5
434,51993083,Rawalpindi,1.0,3.0,4.0,1.0,2.0,1.0,4.4, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,4029.0,10921.0,River Loft,Punjab,Bahria Town Rawalpindi,Houses,1343.0
436,50945132,Rawalpindi,2.0,4.0,5.0,0.0,2.0,0.0,1.75, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,12858.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses,340.25
437,50921182,Rawalpindi,1.0,2.0,2.0,0.0,1.0,0.0,1.2, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,8817.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses,680.5
438,50947009,Rawalpindi,2.0,3.0,4.0,1.0,1.0,1.0,1.55, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1361.0,11389.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses,453.6666666666667
439,51609194,Rawalpindi,3.0,5.0,5.0,1.0,2.0,0.0,4.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,3267.0,14998.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,653.4
440,51608110,Rawalpindi,3.0,5.0,5.0,1.0,3.0,0.0,4.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,14695.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,544.4
441,51697119,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,3.99, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,14658.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses,544.4
442,51711531,Rawalpindi,1.0,3.0,4.0,1.0,2.0,1.0,2.05, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1361.0,15062.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses,453.6666666666667
443,51940454,Rawalpindi,2.0,4.0,4.0,1.0,2.0,2.0,1.95, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,10231.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses,476.5
444,51952084,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,2.69, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,14113.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses,381.2
445,51952088,Rawalpindi,1.0,5.0,6.0,1.0,2.0,1.0,2.6, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,13641.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses,381.2
451,52069339,Rawalpindi,3.0,2.0,3.0,0.0,1.0,0.0,5.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,20206.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses,1361.0
452,43639626,Rawalpindi,4.0,5.0,5.0,3.0,2.0,2.0,26.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,6534.0,39792.0,Bahria Intellectual Village,Punjab,Bahria Town Rawalpindi,Houses,1306.8
454,52009829,Rawalpindi,1.0,4.0,6.0,0.0,2.0,0.0,1.5, For Sale,Gulshan,Relatively New,1361.0,11021.0,Gulshan,Punjab,Gulshan,Houses,340.25
459,51836440,Rawalpindi,2.0,4.0,5.0,0.0,2.0,0.0,2.3, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1634.0,14076.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses,408.5
460,51836505,Rawalpindi,2.0,4.0,5.0,0.0,2.0,0.0,2.3, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1634.0,14076.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses,408.5
463,52108504,Rawalpindi,3.0,5.0,5.0,1.0,2.0,0.0,5.3, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,3539.0,14976.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,707.8
464,52108464,Rawalpindi,3.0,5.0,5.0,1.0,2.0,1.0,4.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,15614.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,544.4
466,51512705,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,11.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,21671.0,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi,Houses,1089.0
472,52054442,Rawalpindi,1.0,3.0,3.0,0.0,2.0,0.0,2.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1361.0,18369.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses,453.6666666666667
473,52009750,Rawalpindi,1.0,5.0,6.0,0.0,2.0,1.0,2.2, For Sale,"Dhamyal Road, Rawalpindi, Punjab, ",Relatively New,1634.0,13464.0,Dhamyal Road,Punjab,Dhamyal Road,Houses,326.8
474,52071923,Rawalpindi,2.0,1.0,1.0,0.0,1.0,0.0,1.1, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,762.0,14436.0,River Hills,Punjab,Bahria Town Rawalpindi,Flats,762.0
481,52066612,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,4.95, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,2722.0,18185.0,Bahria Town Phase 7,Punjab,Bahria Town Rawalpindi,Houses,544.4
482,51939913,Rawalpindi,4.0,6.0,7.0,1.0,2.0,1.0,4.75, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,3812.0,12461.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses,635.3333333333334
485,51462957,Rawalpindi,1.0,4.0,5.0,1.0,2.0,2.0,2.3, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1906.0,12067.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses,476.5
486,52021603,Rawalpindi,1.0,5.0,6.0,1.0,2.0,1.0,4.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,16532.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses,544.4
487,51457531,Rawalpindi,2.0,4.0,6.0,1.0,2.0,1.0,1.65, For Sale,"Morgah, Rawalpindi, Punjab, ",Relatively New,1824.0,9046.0,Morgah,Punjab,Morgah,Houses,456.0
494,49833954,Rawalpindi,1.0,5.0,7.0,1.0,2.0,1.0,2.95, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,15477.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,381.2
495,49890561,Rawalpindi,1.0,4.0,4.0,1.0,0.0,0.0,1.6, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,8395.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,476.5
499,52021735,Rawalpindi,1.0,4.0,5.0,1.0,1.0,1.0,1.65, For Sale,"Raheemabad, Rawalpindi, Punjab, ",Relatively New,1361.0,12123.0,Raheemabad,Punjab,Raheemabad,Houses,340.25
501,52064873,Rawalpindi,2.0,5.0,5.0,1.0,2.0,1.0,5.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,2722.0,20206.0,Bahria Safari Valley ,Punjab,Bahria Town Rawalpindi,Houses,544.4
504,50778281,Rawalpindi,2.0,3.0,4.0,2.0,1.0,1.0,5.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Moderately Old,4900.0,12041.0,Bahria Town ,Punjab,Bahria Town Rawalpindi,Houses,1633.3333333333333
505,49738863,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,2.1, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,1906.0,11018.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,381.2
506,48833206,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,4.3, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,15797.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses,544.4
507,51932621,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,4.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,3267.0,13009.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,653.4
509,51085480,Rawalpindi,1.0,3.0,3.0,2.0,1.0,0.0,1.65, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Moderately Old,1634.0,10098.0,Airport Housing Society,Punjab,Airport Housing Society,Houses,544.6666666666666
510,52078566,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,3.6, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,13226.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,544.4
511,51327757,Rawalpindi,2.0,5.0,7.0,1.0,2.0,2.0,11.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,21488.0,Bahria Town Phase 3,Punjab,Bahria Town Rawalpindi,Houses,1089.0
513,49257192,Rawalpindi,2.0,5.0,6.0,1.0,2.0,2.0,2.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,14166.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,381.2
514,52051982,Rawalpindi,1.0,3.0,3.0,0.0,2.0,0.0,2.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Undefined,1361.0,18369.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,453.6666666666667
515,52107980,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,16.8, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,5445.0,30854.0,Bahria Town Phase 2,Punjab,Bahria Town Rawalpindi,Houses,1089.0
520,52107866,Rawalpindi,2.0,5.0,6.0,1.0,2.0,2.0,2.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,10654.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses,544.4
521,50441814,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,2.25, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,11805.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,381.2
522,52060102,Rawalpindi,1.0,4.0,4.0,1.0,1.0,1.0,1.65, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,1361.0,12123.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,340.25
523,49398742,Rawalpindi,2.0,5.0,7.0,0.0,2.0,0.0,4.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,18001.0,Bahria Town Phase 7,Punjab,Bahria Town Rawalpindi,Houses,544.4
524,52055755,Rawalpindi,3.0,5.0,7.0,1.0,2.0,0.0,5.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,21675.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses,544.4
525,50456729,Rawalpindi,2.0,5.0,6.0,1.0,2.0,2.0,2.1, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,11018.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,381.2
527,51413261,Rawalpindi,1.0,2.0,2.0,1.0,1.0,1.0,4.2, For Sale,"Askari 14, Rawalpindi, Punjab, ",Relatively New,3866.0,10864.0,Askari 14,Punjab,Askari 14,Houses,1933.0
530,48610130,Rawalpindi,2.0,3.0,4.0,1.0,1.0,1.0,1.6, For Sale,"Airport Housing Society, Rawalpindi, Punjab, ",Relatively New,1634.0,9792.0,Airport Housing Society ,Punjab,Airport Housing Society,Houses,544.6666666666666
531,51719380,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,4.75, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,17450.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,544.4
532,51368270,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,4.95, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,3267.0,15152.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,653.4
537,50131944,Rawalpindi,2.0,1.0,1.0,1.0,1.0,1.0,0.85, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,790.0,10759.0,Bahria Paradise,Punjab,Bahria Town Rawalpindi,Flats,790.0
540,50667432,Rawalpindi,1.0,3.0,4.0,1.0,1.0,2.0,1.55, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1361.0,11389.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,453.6666666666667
541,50623636,Rawalpindi,3.0,5.0,6.0,2.0,2.0,2.0,6.75, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,12397.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses,1089.0
542,50588811,Rawalpindi,3.0,5.0,7.0,2.0,2.0,1.0,7.55, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,13866.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses,1089.0
543,51049644,Rawalpindi,2.0,3.0,4.0,1.0,2.0,1.0,1.6, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1634.0,9792.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,544.6666666666666
546,48767778,Rawalpindi,1.0,5.0,6.0,1.0,2.0,1.0,1.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1361.0,12491.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,272.2
547,51677772,Rawalpindi,1.0,1.0,2.0,2.0,1.0,0.0,1.4, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",New Property,980.0,14286.0,Bahria Heights,Punjab,Bahria Town Rawalpindi,Flats,980.0
548,51869650,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,2.85, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,10470.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,544.4
549,52047466,Rawalpindi,3.0,5.0,7.0,1.0,2.0,0.0,15.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Under Construction,5445.0,27548.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses,1089.0
550,52046986,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,5.9, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,21675.0,Bahria Greens ,Punjab,Bahria Town Rawalpindi,Houses,544.4
551,51539446,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,18.0, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,5445.0,33058.0,Bahria Town Phase 2,Punjab,Bahria Town Rawalpindi,Houses,1089.0
552,52044719,Rawalpindi,5.0,5.0,6.0,1.0,2.0,2.0,4.95, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,18185.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,544.4
553,50639959,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,4.75, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,17450.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,544.4
554,50038434,Rawalpindi,3.0,5.0,6.0,1.0,2.0,1.0,3.7, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,13593.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,544.4
555,52103427,Rawalpindi,1.0,3.0,4.0,1.0,2.0,0.0,1.85, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1361.0,13593.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses,453.6666666666667
556,52103370,Rawalpindi,1.0,3.0,4.0,1.0,1.0,0.0,1.65, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1361.0,12123.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,453.6666666666667
557,52103402,Rawalpindi,1.0,3.0,4.0,1.0,1.0,1.0,1.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1361.0,11021.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,453.6666666666667
558,52088802,Rawalpindi,5.0,5.0,7.0,1.0,1.0,2.0,1.55, For Sale,"Gulraiz Housing Scheme, Rawalpindi, Punjab, ",Relatively New,1525.0,10164.0,Gulraiz Housing Scheme,Punjab,Gulraiz Housing Scheme,Houses,305.0
559,52093548,Rawalpindi,4.0,5.0,6.0,2.0,2.0,1.0,0.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,817.0,6120.0,Bahria Town Phase 7,Punjab,Bahria Town Rawalpindi,Flats,163.4
560,51401671,Rawalpindi,1.0,5.0,7.0,1.0,2.0,1.0,2.65, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,13903.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,381.2
561,51381073,Rawalpindi,2.0,5.0,6.0,1.0,2.0,1.0,2.85, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,1906.0,14953.0,Bahria Town Phase 8 ,Punjab,Bahria Town Rawalpindi,Houses,381.2
562,51352176,Rawalpindi,2.0,5.0,7.0,1.0,2.0,1.0,3.5, For Sale,"Bahria Town Rawalpindi, Rawalpindi, Punjab, ",Relatively New,2722.0,12858.0,Bahria Town Phase 8,Punjab,Bahria Town Rawalpindi,Houses,544.4
564,52041488,Lahore,3.0,5.0,6.0,1.0,2.0,1.0,7.5, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,13774.0,DHA Phase 6 ,Punjab,DHA Defence,Houses,1089.0
566,51873010,Lahore,4.0,5.0,6.0,2.0,3.0,3.0,7.95, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,6534.0,12167.0,DHA Phase 6 ,Punjab,DHA Defence,Houses,1306.8
567,51998644,Lahore,1.0,3.0,4.0,0.0,2.0,1.0,2.05, For Sale,"Park View City, Lahore, Punjab, ",Undefined,1361.0,15062.0,Park View City ,Punjab,Park View City,Houses,453.6666666666667
568,51990962,Lahore,1.0,3.0,4.0,0.0,2.0,1.0,1.9, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,13960.0,DHA 9 Town,Punjab,DHA Defence,Houses,453.6666666666667
571,52076026,Lahore,4.0,5.0,6.0,2.0,3.0,2.0,6.75, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,5445.0,12397.0,DHA Phase 7,Punjab,DHA Defence,Houses,1089.0
573,52023283,Lahore,3.0,5.0,7.0,1.0,2.0,2.0,2.97, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,2722.0,10911.0,Bahria Town ,Punjab,Bahria Town,Houses,544.4
574,52097590,Lahore,2.0,5.0,6.0,2.0,2.0,2.0,5.99, For Sale,"DHA Defence, Lahore, Punjab, ",Under Construction,2722.0,22006.0,DHA Phase 5 ,Punjab,DHA Defence,Houses,544.4
575,51611705,Lahore,1.0,3.0,1.0,1.0,1.0,1.0,3.85, For Sale,"Askari, Lahore, Punjab, ",Undefined,2722.0,14144.0,Askari 10,Punjab,Askari,Houses,907.3333333333334
577,52115793,Lahore,4.0,5.0,6.0,2.0,3.0,2.0,8.15, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,14968.0,DHA Phase 5,Punjab,DHA Defence,Houses,1089.0
578,50314241,Lahore,1.0,3.0,4.0,1.0,1.0,1.0,2.1, For Sale,"Gulberg, Lahore, Punjab, ",Relatively New,6615.0,3175.0,The Opus Luxury Residence,Punjab,Gulberg,Houses,2205.0
579,52107762,Lahore,1.0,4.0,5.0,1.0,2.0,1.0,2.55, For Sale,"Defence Road, Lahore, Punjab, ",Relatively New,1361.0,18736.0,Dream Gardens ,Punjab,Defence Road,Houses,340.25
580,52095674,Lahore,1.0,4.0,4.0,1.0,2.0,1.0,1.45, For Sale,"Park View City, Lahore, Punjab, ",Relatively New,1361.0,10654.0,Park View City ,Punjab,Park View City,Houses,340.25
582,52020374,Lahore,3.0,5.0,7.0,1.0,2.0,2.0,5.18, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,5445.0,9513.0,Bahria Town ,Punjab,Bahria Town,Houses,1089.0
583,52021623,Lahore,3.0,5.0,7.0,1.0,2.0,2.0,2.95, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,2722.0,10838.0,Bahria Town ,Punjab,Bahria Town,Houses,544.4
590,51723717,Lahore,2.0,5.0,6.0,1.0,1.0,1.0,2.19, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,16091.0,DHA 9 Town,Punjab,DHA Defence,Houses,272.2
592,51942520,Lahore,4.0,5.0,6.0,0.0,0.0,0.0,6.31, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,11589.0,DHA Phase 7 ,Punjab,DHA Defence,Houses,1089.0
594,51323487,Lahore,1.0,3.0,3.0,0.0,1.0,1.0,1.59, For Sale,"GT Road, Lahore, Punjab, ",Moderately Old,1361.0,11683.0,Al Ahmad,Punjab,GT Road,Houses,453.6666666666667
595,51442925,Lahore,1.0,5.0,5.0,1.0,2.0,0.0,3.3, For Sale,"GT Road, Lahore, Punjab, ",Relatively New,2042.0,16161.0,Bismillah Housing Scheme,Punjab,GT Road,Houses,408.4
596,52045164,Lahore,2.0,4.0,5.0,1.0,2.0,1.0,2.25, For Sale,"Park View City, Lahore, Punjab, ",Relatively New,1361.0,16532.0,Park View City,Punjab,Park View City,Houses,340.25
597,51880713,Lahore,4.0,5.0,6.0,2.0,2.0,2.0,7.45, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,6534.0,11402.0,DHA Phase 6 ,Punjab,DHA Defence,Houses,1306.8
598,51986908,Lahore,1.0,4.0,5.0,1.0,2.0,1.0,2.35, For Sale,"Defence Road, Lahore, Punjab, ",Relatively New,1361.0,17267.0,Dream Gardens Phase 1 ,Punjab,Defence Road,Houses,340.25
