House Number,City,House Type,Parking Spaces,Bedrooms,Bathrooms,Servant Quarters,Kitchens,Store Rooms,price,Purpose,Location,Age Possession,area,price_per_sqft,colony,province,society
51617081,,,,1.0,1.0,0.0,0.0,0.0,0.36, For Sale,"Johar Town, Lahore, Punjab, ",Undefined,463.0,7775.38,Johar Town Phase 1 ,Punjab,Johar Town
52010884,Lahore,Lahore Houses,4.0,6.0,8.0,1.0,2.0,1.0,20.0, For Sale,"Cantt, Lahore, Punjab, ",Moderately Old,10890.0,18365.47,Sarfaraz Rafiqui Road,Punjab,Cantt
51833076,,,,,,,,,6.0, For Sale,Lahore,Undefined,108900.0,550.96,Lahore ,Punjab,Lahore
51872930,Lahore,Lahore Houses,1.0,5.0,5.0,0.0,1.0,1.0,3.6, For Sale,"Public Health Society, Lahore, Punjab, ",Relatively New,2995.0,12020.03,Public Health Society ,Punjab,Public Health Society
52075032,Lahore,Lahore Houses,1.0,4.0,5.0,2.0,2.0,1.0,2.1, For Sale,"Park View City, Lahore, Punjab, ",Relatively New,1361.0,15429.83,Park View City ,Punjab,Park View City
52124188,Lahore,Lahore Houses,2.0,5.0,6.0,1.0,2.0,1.0,2.99, For Sale,"Bahria Orchard, Lahore, Punjab, ",Relatively New,2722.0,10984.57,Bahria Orchard Phase 1 ,Punjab,Bahria Orchard
51600917,Lahore,Lahore Houses,2.0,4.0,5.0,1.0,2.0,1.0,1.7, For Sale,"Park View City, Lahore, Punjab, ",Relatively New,1361.0,12490.82,Park View City ,Punjab,Park View City
52128372,Lahore,Lahore Houses,,6.0,6.0,0.0,2.0,0.0,16.5, For Sale,"Valencia Housing Society, Lahore, Punjab, ",Undefined,10890.0,15151.52,Valencia Housing Society,Punjab,Valencia Housing Society
52125969,Lahore,Lahore Houses,,3.0,4.0,0.0,2.0,1.0,1.6, For Sale,"New Lahore City, Lahore, Punjab, ",Undefined,1361.0,11756.06,New Lahore City ,Punjab,New Lahore City
52104535,Lahore,Lahore Houses,,6.0,6.0,1.0,2.0,2.0,6.9, For Sale,"Civil Defence, Lahore, Punjab, ",New Property,5445.0,12672.18,Civil Defence ,Punjab,Civil Defence
51917084,Lahore,Lahore Houses,,3.0,4.0,1.0,2.0,1.0,1.88, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,13813.37,DHA 9 Town,Punjab,DHA Defence
51903702,Lahore,Lahore Houses,2.0,0.0,0.0,1.0,1.0,1.0,4.5, For Sale,"Canal View, Lahore, Punjab, ",Undefined,3539.0,12715.46,Canal View,Punjab,Canal View
51833174,Lahore,Lahore Houses,5.0,,,,,,8.0, For Sale,"Canal View, Lahore, Punjab, ",Relatively New,6534.0,12243.65,Canal View,Punjab,Canal View
52028681,Lahore,Lahore Houses,1.0,3.0,4.0,1.0,2.0,1.0,1.45, For Sale,"Formanites Housing Scheme, Lahore, Punjab, ",Relatively New,1361.0,10653.93,Formanites Housing Scheme,Punjab,Formanites Housing Scheme
52007183,Lahore,Lahore Houses,6.0,8.0,9.0,2.0,3.0,2.0,18.0, For Sale,"DHA Defence, Lahore, Punjab, ",New Property,10890.0,16528.93,DHA Phase 1,Punjab,DHA Defence
52124421,Lahore,Lahore Houses,,5.0,5.0,0.0,2.0,4.0,2.85, For Sale,"Bahria Town, Lahore, Punjab, ",Under Construction,2722.0,10470.24,Bahria Town ,Punjab,Bahria Town
51905169,Lahore,Lahore Houses,1.0,3.0,5.0,1.0,2.0,1.0,1.9, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,13960.32,DHA 9 Town,Punjab,DHA Defence
52068383,Lahore,Lahore Houses,,6.0,7.0,0.0,2.0,0.0,17.0, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,8168.0,20812.93,Defence Raya,Punjab,DHA Defence
50314512,,,1.0,4.0,4.0,1.0,2.0,1.0,2.89, For Sale,"Gulberg, Lahore, Punjab, ",Under Construction,1198.0,24123.54,The Opus Luxury Residence,Punjab,Gulberg
52126120,Lahore,Lahore Houses,,4.0,5.0,0.0,2.0,1.0,2.2, For Sale,"Park View City, Lahore, Punjab, ",Undefined,1361.0,16164.58,Park View City ,Punjab,Park View City
52126119,Lahore,Lahore Houses,,4.0,5.0,0.0,2.0,1.0,2.2, For Sale,"Park View City, Lahore, Punjab, ",Undefined,1361.0,16164.58,Park View City ,Punjab,Park View City
52126118,Lahore,Lahore Houses,,3.0,4.0,0.0,2.0,1.0,2.2, For Sale,"Park View City, Lahore, Punjab, ",Undefined,1361.0,16164.58,Park View City ,Punjab,Park View City
52124233,Lahore,Lahore Houses,6.0,6.0,5.0,1.0,2.0,0.0,36.0, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,10890.0,33057.85,DHA Phase 6 ,Punjab,DHA Defence
52057225,Lahore,Lahore Houses,60.0,7.0,8.0,2.0,3.0,0.0,39.0, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,10890.0,35812.67,DHA Phase 6 ,Punjab,DHA Defence
52139999,Lahore,Lahore Houses,,,,,,,1.85, For Sale,Gul,Undefined,1361.0,13592.95,Gul,Punjab,Gul
52044287,Lahore,Lahore Houses,1.0,2.0,2.0,1.0,2.0,1.0,0.65, For Sale,"Al Haram Garden, Lahore, Punjab, ",Relatively New,817.0,7955.94,Al Ahmad Haram Garden,Punjab,Al Haram Garden
52051204,Lahore,Lahore Houses,,5.0,6.0,0.0,2.0,0.0,3.5,,"Park View City, Lahore, Punjab, ",Relatively New,,,Park View City,Punjab,Park View City
52000629,Lahore,Lahore Houses,1.0,4.0,5.0,1.0,2.0,1.0,1.6,,"Park View City, Lahore, Punjab, ",Relatively New,,,Park View City,Punjab,Park View City
51873367,Lahore,Lahore Houses,4.0,5.0,6.0,2.0,2.0,2.0,6.89, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,12653.81,DHA Phase 7 ,Punjab,DHA Defence
52041763,Lahore,Lahore Houses,1.0,3.0,4.0,1.0,2.0,1.0,2.15, For Sale,"DHA Defence, Lahore, Punjab, ",Undefined,1361.0,15797.21,DHA 9 Town,Punjab,DHA Defence
50030876,Lahore,Lahore Houses,,5.0,6.0,2.0,2.0,1.0,7.51, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,13792.47,DHA Phase 7 ,Punjab,DHA Defence
51265234,Lahore,Lahore Houses,,3.0,5.0,1.0,2.0,1.0,1.8, For Sale,"Bahria Orchard, Lahore, Punjab, ",Relatively New,1361.0,13225.57,Bahria Orchard,Punjab,Bahria Orchard
49977248,,,,1.0,1.0,1.0,1.0,1.0,0.29, For Sale,"Bahria Orchard, Lahore, Punjab, ",Relatively New,327.0,8868.5,Bahria Orchard Phase 2,Punjab,Bahria Orchard
49975378,,,,2.0,2.0,0.0,1.0,1.0,0.5, For Sale,"Bahria Orchard, Lahore, Punjab, ",Relatively New,1089.0,4591.37,Bahria Orchard,Punjab,Bahria Orchard
52081817,Lahore,Lahore Houses,4.0,5.0,6.0,0.0,0.0,0.0,6.35, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,11662.08,DHA Phase 7,Punjab,DHA Defence
52077449,Lahore,Lahore Houses,,3.0,4.0,0.0,2.0,0.0,1.15,,"Park View City, Lahore, Punjab, ",Undefined,,,Park View City,Punjab,Park View City
52139919,Lahore,Lahore Houses,,5.0,6.0,0.0,2.0,0.0,4.9, For Sale,"Tariq Gardens, Lahore, Punjab, ",Undefined,3267.0,14998.47,Tariq Gardens ,Punjab,Tariq Gardens
52077521,Lahore,Lahore Houses,1.0,3.0,4.0,1.0,2.0,1.0,2.2, For Sale,"Park View City, Lahore, Punjab, ",Relatively New,1361.0,16164.58,Park View City ,Punjab,Park View City
52077270,Lahore,Lahore Houses,1.0,4.0,4.0,1.0,2.0,0.0,2.1, For Sale,"Park View City, Lahore, Punjab, ",Under Construction,1361.0,15429.83,Park View City ,Punjab,Park View City
51987215,Lahore,Lahore Houses,,,,,,,10.25, For Sale,"Wapda Town, Lahore, Punjab, ",Undefined,5445.0,18824.61,Wapda Town Phase 1,Punjab,Wapda Town
52123415,Lahore,Lahore Houses,,,,,,,9.25, For Sale,"DHA Defence, Lahore, Punjab, ",Undefined,5445.0,16988.06,DHA Phase 7 ,Punjab,DHA Defence
52082141,Lahore,Lahore Houses,,,,,,,10.35, For Sale,"DHA Defence, Lahore, Punjab, ",Undefined,5445.0,19008.26,DHA Phase 6 ,Punjab,DHA Defence
49723075,Lahore,Lahore Houses,4.0,3.0,4.0,1.0,2.0,1.0,2.6, For Sale,"Formanites Housing Scheme, Lahore, Punjab, ",Relatively New,2722.0,9551.8,Formanites Housing Scheme,Punjab,Formanites Housing Scheme
51439273,Lahore,Lahore Houses,3.0,7.0,7.0,1.0,21.0,2.0,3.1, For Sale,"Formanites Housing Scheme, Lahore, Punjab, ",Relatively New,2722.0,11388.68,Formanites Housing Scheme,Punjab,Formanites Housing Scheme
51960563,Lahore,Lahore Houses,,5.0,6.0,0.0,2.0,0.0,1.95, For Sale,"Formanites Housing Scheme, Lahore, Punjab, ",Undefined,1361.0,14327.7,Formanities Housing Scheme ,Punjab,Formanites Housing Scheme
52040762,Lahore,Lahore Houses,,,,,,,2.05, For Sale,"Formanites Housing Scheme, Lahore, Punjab, ",Undefined,1361.0,15062.45,Formanites Housing Scheme ,Punjab,Formanites Housing Scheme
51991021,Lahore,Lahore Houses,1.0,3.0,4.0,1.0,2.0,1.0,2.2, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,16164.58,DHA Phase 6,Punjab,DHA Defence
52065188,Lahore,Lahore Houses,1.0,3.0,4.0,0.0,2.0,1.0,2.29, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,16825.86,DHA 9 Town ,Punjab,DHA Defence
50369185,,,,,,,,,16.5, For Sale,"Shalimar Town, Lahore, Punjab, ",Undefined,8712.0,18939.39,Shalimar Town,Punjab,Shalimar Town
52136496,Lahore,Lahore Houses,,2.0,2.0,0.0,1.0,0.0,4.3, For Sale,"Paragon City, Lahore, Punjab, ",Undefined,2722.0,15797.21,Paragon City,Punjab,Paragon City
52062779,Lahore,Lahore Houses,,0.0,0.0,0.0,0.0,0.0,2.99, For Sale,"Johar Town, Lahore, Punjab, ",Undefined,1361.0,21969.14,Johar Town,Punjab,Johar Town
51730532,,,,3.0,3.0,1.0,1.0,1.0,2.33, For Sale,"Askari, Lahore, Punjab, ",Undefined,2722.0,8559.88,Askari 11 ,Punjab,Askari
51483407,Lahore,Lahore Houses,1.0,4.0,4.0,2.0,2.0,1.0,2.2, For Sale,"Park View City, Lahore, Punjab, ",Relatively New,1361.0,16164.58,Park View City,Punjab,Park View City
50606786,,,,,,,,,6.1, For Sale,"Gulberg, Lahore, Punjab, ",Undefined,2559.0,23837.44,Oyster Court Luxury Residences,Punjab,Gulberg
52091217,Lahore,Lahore Houses,,,,,,,5.25, For Sale,"Raiwind Road, Lahore, Punjab, ",Undefined,2722.0,19287.29,Lake City ,Punjab,Raiwind Road
52122625,Lahore,Lahore Houses,,,,,,,2.95, For Sale,"Bahria Town, Lahore, Punjab, ",Undefined,2722.0,10837.62,Bahria Town ,Punjab,Bahria Town
52127712,Lahore,Lahore Houses,2.0,5.0,6.0,1.0,2.0,1.0,3.8, For Sale,"UET Housing Society, Lahore, Punjab, ",Under Construction,2722.0,13960.32,UET Housing Society ,Punjab,UET Housing Society
50083085,Lahore,Lahore Houses,,6.0,7.0,3.0,2.0,2.0,16.0, For Sale,"DHA Defence, Lahore, Punjab, ",Old Property,10890.0,14692.38,DHA Phase 3 ,Punjab,DHA Defence
47755274,Lahore,Lahore Houses,10.0,2.0,6.0,1.0,3.0,1.0,28.0, For Sale,"Model Town, Lahore, Punjab, ",Old Property,23958.0,11687.12,Model Town ,Punjab,Model Town
51717639,Lahore,Lahore Houses,,3.0,4.0,1.0,2.0,0.0,2.5, For Sale,"DHA 11 Rahbar, Lahore, Punjab, ",Relatively New,1361.0,18368.85,DHA 11 Rahbar Phase 2,Punjab,DHA 11 Rahbar
51079206,Lahore,Lahore Houses,,6.0,5.0,2.0,2.0,3.0,1.85, For Sale,"Township, Lahore, Punjab, ",New Property,1361.0,13592.95,Township,Punjab,Township
49186552,Lahore,Lahore Houses,4.0,5.0,6.0,1.0,2.0,1.0,7.75, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,14233.24,DHA Phase 3,Punjab,DHA Defence
51867260,Lahore,Lahore Houses,4.0,5.0,6.0,2.0,2.0,1.0,5.45, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,4084.0,13344.76,DHA Phase 6 ,Punjab,DHA Defence
47201834,Lahore,Lahore Houses,1.0,5.0,5.0,0.0,2.0,0.0,1.85, For Sale,"Jubilee Town, Lahore, Punjab, ",Relatively New,1361.0,13592.95,Jubilee Town ,Punjab,Jubilee Town
46333032,Lahore,Lahore Houses,1.0,5.0,5.0,1.0,2.0,1.0,1.87, For Sale,"Jubilee Town, Lahore, Punjab, ",Undefined,1361.0,13739.9,Jubilee Town ,Punjab,Jubilee Town
52031046,Lahore,Lahore Houses,4.0,5.0,6.0,2.0,3.0,1.0,7.86, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,14435.26,DHA Phase 6,Punjab,DHA Defence
52052744,Lahore,Lahore Houses,,6.0,0.0,1.0,2.0,1.0,5.8, For Sale,"Raiwind Road, Lahore, Punjab, ",Relatively New,2722.0,21307.86,Lake City ,Punjab,Raiwind Road
52068931,Lahore,Lahore Houses,,5.0,0.0,1.0,2.0,1.0,9.9, For Sale,"Valencia Housing Society, Lahore, Punjab, ",Under Construction,5445.0,18181.82,Valencia ,Punjab,Valencia Housing Society
52102539,Lahore,Lahore Houses,,3.0,4.0,0.0,1.0,0.0,2.35, For Sale,"Johar Town, Lahore, Punjab, ",Undefined,1361.0,17266.72,Johar Town Phase 1,Punjab,Johar Town
52123263,Lahore,Lahore Houses,1.0,4.0,5.0,1.0,1.0,1.0,2.15, For Sale,"GT Road, Lahore, Punjab, ",Under Construction,1361.0,15797.21,Bismillah Housing Scheme,Punjab,GT Road
52042611,Lahore,Lahore Houses,,5.0,6.0,0.0,2.0,0.0,3.19, For Sale,"Canal Garden, Lahore, Punjab, ",Undefined,2722.0,11719.32,Canal Garden,Punjab,Canal Garden
49145478,Lahore,Lahore Houses,4.0,5.0,6.0,1.0,2.0,1.0,11.5, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,21120.29,DHA Phase 6,Punjab,DHA Defence
52034760,Lahore,Lahore Houses,,5.0,7.0,1.0,2.0,1.0,4.5, For Sale,"LDA Avenue, Lahore, Punjab, ",Undefined,5445.0,8264.46,LDA Avenue ,Punjab,LDA Avenue
52129451,Lahore,Lahore Houses,2.0,5.0,6.0,1.0,3.0,1.0,1.05, For Sale,"Fateh Garh, Lahore, Punjab, ",Under Construction,1089.0,9641.87,Fateh Garh,Punjab,Fateh Garh
52111594,Lahore,Lahore Houses,2.0,3.0,4.0,1.0,2.0,1.0,0.65, For Sale,"Shah Khawar Town, Lahore, Punjab, ",Relatively New,817.0,7955.94,Shah Khawar Town,Punjab,Shah Khawar Town
52129380,Lahore,Lahore Houses,,,,,,,0.65, For Sale,"Fateh Garh, Lahore, Punjab, ",Undefined,953.0,6820.57,Fateh Garh,Punjab,Fateh Garh
51968303,Lahore,Lahore Houses,,,,,,,2.95, For Sale,"Bahria Town, Lahore, Punjab, ",Undefined,2722.0,10837.62,Bahria Town ,Punjab,Bahria Town
51866802,Lahore,Lahore Houses,,,,,,,2.95, For Sale,"DHA 11 Rahbar, Lahore, Punjab, ",Undefined,1361.0,21675.24,DHA 11 Rahbar Phase 2 ,Punjab,DHA 11 Rahbar
52037176,Lahore,Lahore Houses,2.0,5.0,6.0,0.0,2.0,2.0,3.4, For Sale,"Formanites Housing Scheme, Lahore, Punjab, ",Relatively New,2722.0,12490.82,Formanites Housing Scheme,Punjab,Formanites Housing Scheme
51726874,Lahore,Lahore Houses,,3.0,4.0,1.0,2.0,1.0,1.55, For Sale,"Canal Garden, Lahore, Punjab, ",Relatively New,1361.0,11388.68,Canal Gardens ,Punjab,Canal Garden
52126781,Lahore,Lahore Houses,4.0,5.0,6.0,1.0,2.0,2.0,7.5, For Sale,"Wapda Town, Lahore, Punjab, ",New Property,5445.0,13774.1,Wapda Town,Punjab,Wapda Town
51836660,Lahore,Lahore Houses,1.0,3.0,3.0,1.0,2.0,1.0,2.55, For Sale,"Paragon City, Lahore, Punjab, ",Relatively New,1361.0,18736.22,Paragon City ,Punjab,Paragon City
52070614,Lahore,Lahore Houses,1.0,3.0,3.0,1.0,2.0,1.0,2.75, For Sale,"Paragon City, Lahore, Punjab, ",Under Construction,1361.0,20205.73,Paragon City ,Punjab,Paragon City
47831265,Lahore,Lahore Houses,4.0,5.0,6.0,2.0,2.0,1.0,7.8, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,14325.07,DHA Phase 7,Punjab,DHA Defence
51879461,Lahore,Lahore Houses,1.0,5.0,6.0,1.0,2.0,1.0,2.3, For Sale,"Al Rehman Garden, Lahore, Punjab, ",Relatively New,1634.0,14075.89,Al Ahmad Rehman Garden Phase 2,Punjab,Al Rehman Garden
51928566,Lahore,Lahore Houses,1.0,5.0,6.0,1.0,2.0,1.0,2.28, For Sale,"Al Rehman Garden, Lahore, Punjab, ",Relatively New,1634.0,13953.49,Al Ahmad Rehman Garden Phase 2,Punjab,Al Rehman Garden
52076895,Lahore,Lahore Houses,1.0,5.0,6.0,1.0,2.0,0.0,1.88, For Sale,"Al Rehman Garden, Lahore, Punjab, ",Relatively New,1361.0,13813.37,Al Ahmad Rehman Garden Phase 2,Punjab,Al Rehman Garden
52077022,Lahore,Lahore Houses,1.0,5.0,6.0,1.0,2.0,0.0,2.25, For Sale,"Al Rehman Garden, Lahore, Punjab, ",Relatively New,1634.0,13769.89,Al Ahmad Rehman Garden Phase 2,Punjab,Al Rehman Garden
51089604,Karachi,Karachi Flats,,2.0,2.0,0.0,2.0,0.0,0.74, For Sale,"Bahria Town Karachi, Karachi, Sindh, ",Undefined,954.0,7756.81,Bahria Town ,Sindh,Bahria Town Karachi
52118856,Karachi,Karachi Houses,,5.0,5.0,1.0,2.0,1.0,3.0, For Sale,"Bahria Town Karachi, Karachi, Sindh, ",New Property,2448.0,12254.9,Bahria Town ,Sindh,Bahria Town Karachi
50351897,Karachi,Karachi Flats,,2.0,2.0,0.0,1.0,1.0,1.05, For Sale,"Scheme 33, Karachi, Sindh, ",Under Construction,1233.0,8515.82,Scheme 33,Sindh,Scheme 33
52118409,Karachi,Karachi Houses,,3.0,3.0,1.0,1.0,1.0,1.76, For Sale,"Bahria Town Karachi, Karachi, Sindh, ",Undefined,1800.0,9777.78,Bahria Town ,Sindh,Bahria Town Karachi
52144273,Karachi,Karachi Houses,3.0,5.0,6.0,3.0,2.0,2.0,22.45, For Sale,"DHA Defence, Karachi, Sindh, ",Relatively New,4500.0,49888.89,DHA Phase 8,Sindh,DHA Defence
52131585,Karachi,Karachi Flats,1.0,3.0,4.0,0.0,1.0,1.0,3.5, For Sale,"DHA Defence, Karachi, Sindh, ",New Property,1746.0,20045.82,Bukhari Commercial Area,Sindh,DHA Defence
52079001,Karachi,Karachi Flats,,4.0,4.0,0.0,0.0,0.0,4.5, For Sale,Gulshan,Undefined,2250.0,20000.0,Sharfabad,Sindh,Gulshan
52014292,Karachi,Karachi Lower Portions,,3.0,3.0,1.0,1.0,1.0,2.35, For Sale,"North Nazimabad, Karachi, Sindh, ",Relatively New,2070.0,11352.66,North Nazimabad ,Sindh,North Nazimabad
51879719,Karachi,Karachi Flats,2.0,5.0,7.0,1.0,1.0,1.0,10.0, For Sale,"Navy Housing Scheme Karsaz, Karachi, Sindh, ",New Property,3501.0,28563.27,Navy Housing Scheme Karsaz,Sindh,Navy Housing Scheme Karsaz
52030914,Karachi,Karachi Flats,1.0,3.0,4.0,1.0,1.0,1.0,3.3, For Sale," Island, Karachi, Sindh, ",New Property,1899.0,17377.57,Bath Island,Sindh, Island
50045963,Karachi,Karachi Flats,,3.0,3.0,0.0,1.0,0.0,1.0, For Sale,Gulistan,Relatively New,999.0,10010.01,Gulistan,Sindh,Gulistan
52091399,Karachi,Karachi Flats,,3.0,3.0,0.0,1.0,0.0,1.4, For Sale,"Clifton, Karachi, Sindh, ",Undefined,1647.0,8500.3,Clifton ,Sindh,Clifton
52115983,Karachi,Karachi Flats,1.0,2.0,2.0,1.0,1.0,1.0,1.15, For Sale,"Clifton, Karachi, Sindh, ",New Property,999.0,11511.51,Clifton ,Sindh,Clifton
52004353,Karachi,Karachi Houses,2.0,5.0,6.0,1.0,2.0,1.0,10.5, For Sale,"DHA Defence, Karachi, Sindh, ",Moderately Old,4500.0,23333.33,DHA Phase 5,Sindh,DHA Defence
52075397,Karachi,Karachi Flats,,,,,,,0.45, For Sale,"Airport, Karachi, Sindh, ",Undefined,585.0,7692.31,Airport,Sindh,Airport
51875209,Karachi,Karachi Houses,,5.0,5.0,1.0,2.0,1.0,6.35, For Sale,"Bahria Town Karachi, Karachi, Sindh, ",Undefined,4500.0,14111.11,Bahria Hills,Sindh,Bahria Town Karachi
51977406,Karachi,Karachi Flats,1.0,3.0,4.0,1.0,1.0,1.0,3.6, For Sale,"Jamshed Town, Karachi, Sindh, ",New Property,1503.0,23952.1,PECHS Block 2,Sindh,Jamshed Town
51879732,Karachi,Karachi Houses,3.0,2.0,3.0,1.0,1.0,1.0,14.0, For Sale,"Navy Housing Scheme Karsaz, Karachi, Sindh, ",New Property,3150.0,44444.44,Navy Housing Scheme Karsaz,Sindh,Navy Housing Scheme Karsaz
52136223,Karachi,Karachi Houses,,9.0,10.0,0.0,2.0,0.0,11.0, For Sale,Gulistan,Undefined,3600.0,30555.56,Gulistan,Sindh,Gulistan
51899163,Karachi,Karachi Houses,,5.0,5.0,1.0,2.0,1.0,19.5,,"DHA Defence, Karachi, Sindh, ",Relatively New,,,DHA Phase 6,Sindh,DHA Defence
52074321,Karachi,Karachi Houses,4.0,11.0,11.0,2.0,3.0,0.0,11.5, For Sale,Gulshan,Relatively New,2160.0,53240.74,Gulshan,Sindh,Gulshan
52041012,Karachi,Karachi Flats,2.0,3.0,3.0,1.0,1.0,1.0,0.75, For Sale,"Malir, Karachi, Sindh, ",Relatively New,684.0,10964.91,Falaknaz Presidency,Sindh,Malir
52029270,Karachi,Karachi Flats,20.0,3.0,3.0,0.0,1.0,1.0,2.15, For Sale,"DHA Defence, Karachi, Sindh, ",New Property,1503.0,14304.72,DHA Phase 6,Sindh,DHA Defence
51379349,Karachi,Karachi Houses,2.0,4.0,5.0,1.0,1.0,1.0,7.8, For Sale,"Malir, Karachi, Sindh, ",Relatively New,3150.0,24761.9,Falcon Complex New Malir,Sindh,Malir
50350911,Karachi,Karachi Houses,,,,,,,9.5, For Sale," Island, Karachi, Sindh, ",Undefined,2700.0,35185.19,Bath Island,Sindh, Island
52020553,Karachi,Karachi Houses,2.0,4.0,4.0,1.0,2.0,1.0,1.85, For Sale,"Gadap Town, Karachi, Sindh, ",Relatively New,1080.0,17129.63,Gulshan,Sindh,Gadap Town
51924984,Karachi,Karachi Lower Portions,,4.0,4.0,0.0,1.0,1.0,5.0, For Sale,"Jamshed Town, Karachi, Sindh, ",Undefined,2250.0,22222.22,PECHS Block 2,Sindh,Jamshed Town
52093451,Karachi,Karachi Upper Portions,1.0,4.0,4.0,0.0,1.0,0.0,5.5, For Sale,"Jamshed Town, Karachi, Sindh, ",Relatively New,2403.0,22888.06,PECHS Block 2,Sindh,Jamshed Town
52095758,Karachi,Karachi Houses,2.0,2.0,2.0,1.0,1.0,1.0,0.93, For Sale,"Bahria Town Karachi, Karachi, Sindh, ",Relatively New,1125.0,8266.67,Bahria Town ,Sindh,Bahria Town Karachi
52041718,Karachi,Karachi Flats,3.0,3.0,4.0,3.0,2.0,1.0,1.15, For Sale,Gulistan,Old Property,1179.0,9754.03,Gulistan,Sindh,Gulistan
50729956,Karachi,Karachi Houses,3.0,6.0,4.0,0.0,2.0,0.0,15.0, For Sale,"Jamshed Town, Karachi, Sindh, ",Old Property,5400.0,27777.78,PECHS Block 2,Sindh,Jamshed Town
50792559,Karachi,Karachi Houses,1.0,4.0,5.0,2.0,2.0,0.0,7.0, For Sale,"Jamshed Town, Karachi, Sindh, ",Moderately Old,1800.0,38888.89,PECHS Block 2,Sindh,Jamshed Town
49123333,Karachi,Karachi Flats,3.0,5.0,5.0,1.0,1.0,1.0,0.9,,"Scheme 33, Karachi, Sindh, ",New Property,,,Quetta Town ,Sindh,Scheme 33
49698455,Karachi,Karachi Flats,25.0,2.0,2.0,1.0,1.0,1.0,2.15, For Sale,"Malir, Karachi, Sindh, ",New Property,1350.0,15925.93,Saima Jinnah Avenue,Sindh,Malir
51204558,Karachi,Karachi Flats,2.0,4.0,6.0,1.0,1.0,1.0,5.5, For Sale,"Clifton, Karachi, Sindh, ",Relatively New,2799.0,19649.87,Clifton ,Sindh,Clifton
52087203,Karachi,Karachi Houses,,6.0,7.0,0.0,2.0,0.0,8.0, For Sale,"Gadap Town, Karachi, Sindh, ",Relatively New,3600.0,22222.22,Gulshan,Sindh,Gadap Town
52093454,Karachi,Karachi Houses,2.0,6.0,7.0,1.0,2.0,1.0,3.25, For Sale,"Gadap Town, Karachi, Sindh, ",Relatively New,1800.0,18055.56,Gulshan,Sindh,Gadap Town
52061911,Karachi,Karachi Houses,1.0,3.0,3.0,1.0,2.0,0.0,7.5, For Sale,"Gadap Town, Karachi, Sindh, ",Relatively New,5805.0,12919.9,Gulshan,Sindh,Gadap Town
52125324,Karachi,Karachi Houses,15.0,4.0,5.0,0.0,2.0,1.0,3.25, For Sale,"North Karachi, Karachi, Sindh, ",Old Property,1080.0,30092.59,North Karachi,Sindh,North Karachi
51962338,Karachi,Karachi Houses,4.0,5.0,5.0,1.0,1.0,1.0,8.9, For Sale,"Cantt, Karachi, Sindh, ",New Property,4500.0,19777.78,Askari 5 ,Sindh,Cantt
51622603,Karachi,Karachi Flats,,3.0,3.0,0.0,1.0,0.0,3.45, For Sale,"Cantt, Karachi, Sindh, ",Undefined,2403.0,14357.05,Askari 5 ,Sindh,Cantt
52013288,Karachi,Karachi Houses,,6.0,6.0,0.0,0.0,0.0,18.5, For Sale,"DHA Defence, Karachi, Sindh, ",Relatively New,4500.0,41111.11,DHA Phase 6,Sindh,DHA Defence
52012950,Karachi,Karachi Flats,,3.0,3.0,0.0,0.0,0.0,3.35, For Sale,"DHA Defence, Karachi, Sindh, ",Under Construction,1575.0,21269.84,Al Ahmad,Sindh,DHA Defence
50572152,Karachi,Karachi Houses,3.0,6.0,6.0,0.0,0.0,0.0,8.0, For Sale,Old Ravians Co,Relatively New,3600.0,22222.22,Old Ravians Co,Sindh,Old Ravians Co
51951905,Karachi,Karachi Flats,,3.0,3.0,0.0,1.0,0.0,2.3, For Sale,"Jinnah Avenue, Karachi, Sindh, ",Undefined,1629.0,14119.09,Jinnah Avenue,Sindh,Jinnah Avenue
52067311,Karachi,Karachi Flats,,3.0,3.0,0.0,1.0,0.0,4.0, For Sale,"Cantt, Karachi, Sindh, ",Undefined,2601.0,15378.7,Askari 5 ,Sindh,Cantt
52067310,Karachi,Karachi Flats,,3.0,3.0,0.0,1.0,0.0,4.15, For Sale,"Cantt, Karachi, Sindh, ",Undefined,2601.0,15955.4,Askari 5 ,Sindh,Cantt
52067313,Karachi,Karachi Flats,,3.0,3.0,0.0,1.0,0.0,4.8, For Sale,"Cantt, Karachi, Sindh, ",Undefined,3303.0,14532.24,Askari 5 ,Sindh,Cantt
