House Number,City,House Type,Parking Spaces,Bedrooms,Bathrooms,Servant Quarters,Kitchens,Store Rooms,price,Purpose,Location,Age Possession,area,price_per_sqft,colony,province,society
52116555,Lahore,Lahore Houses,,4.0,5.0,0.0,0.0,0.0,2.85, For Sale,"Raiwind Road, Lahore, Punjab, ",Relatively New,1361.0,20940.48,Etihad Town,Punjab,Raiwind Road
44060459,Lahore,Lahore Houses,,5.0,7.0,0.0,0.0,0.0,4.98, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,5445.0,9146.01,Bahria Town ,Punjab,Bahria Town
50130752,Lahore,Lahore Houses,2.0,6.0,7.0,1.0,2.0,2.0,4.5, For Sale,"Wapda Town, Lahore, Punjab, ",Relatively New,2722.0,16531.96,Wapda Town Phase 1,Punjab,Wapda Town
50130818,Lahore,Lahore Houses,3.0,6.0,7.0,1.0,2.0,2.0,3.75, For Sale,Nasheman,Relatively New,2722.0,13776.63,Nasheman,Punjab,Nasheman
43804041,Lahore,Lahore Houses,,3.0,4.0,1.0,0.0,0.0,1.95, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,14327.7,DHA 9 Town,Punjab,DHA Defence
52114725,,,,1.0,1.0,0.0,1.0,0.0,0.82,,"Bahria Town, Lahore, Punjab, ",Undefined,,,Bahria Town ,Punjab,Bahria Town
51252856,Lahore,Lahore Houses,4.0,5.0,6.0,2.0,0.0,0.0,6.15, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,11294.77,DHA Phase 7,Punjab,DHA Defence
52040216,Lahore,Lahore Houses,,4.0,5.0,0.0,1.0,1.0,3.7, For Sale,"DHA Defence, Lahore, Punjab, ",Undefined,1906.0,19412.38,DHA Phase 3,Punjab,DHA Defence
52000966,,,1.0,2.0,2.0,0.0,1.0,0.0,1.6, For Sale,"Shah Jamal, Lahore, Punjab, ",Relatively New,1280.0,12500.0,Shah Jamal,Punjab,Shah Jamal
51991002,Lahore,Lahore Houses,1.0,3.0,4.0,0.0,2.0,1.0,2.8, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,20573.11,DHA Phase 7,Punjab,DHA Defence
52008024,Lahore,Lahore Houses,,3.0,4.0,1.0,2.0,1.0,25.0, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,10890.0,22956.84,DHA Phase 6,Punjab,DHA Defence
51696785,,,,1.0,1.0,1.0,1.0,0.0,0.65, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,599.0,10851.42,Bahria Town ,Punjab,Bahria Town
52010156,Lahore,Lahore Houses,1.0,6.0,6.0,0.0,2.0,1.0,2.3, For Sale,Gulshan,Relatively New,1361.0,16899.34,Gulshan,Punjab,Gulshan
49656374,Lahore,Lahore Houses,1.0,3.0,5.0,1.0,2.0,1.0,1.5, For Sale,"Bahria Orchard, Lahore, Punjab, ",Relatively New,1361.0,11021.31,Bahria Orchard Phase 2,Punjab,Bahria Orchard
51249207,Lahore,Lahore Houses,2.0,4.0,5.0,0.0,0.0,0.0,1.89, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,13886.85,DHA 9 Town ,Punjab,DHA Defence
50755769,Lahore,Lahore Houses,4.0,5.0,6.0,2.0,3.0,1.0,15.75, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,10890.0,14462.81,DHA Phase 6 ,Punjab,DHA Defence
51947633,Lahore,Lahore Houses,,0.0,0.0,0.0,0.0,0.0,3.4, For Sale,"Bahria Town, Lahore, Punjab, ",New Property,3267.0,10407.1,Bahria Town ,Punjab,Bahria Town
50727213,Lahore,Lahore Houses,4.0,5.0,6.0,2.0,3.0,2.0,4.65, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,8539.94,DHA Phase 7 ,Punjab,DHA Defence
52112132,Lahore,Lahore Houses,,0.0,0.0,0.0,0.0,0.0,3.8, For Sale,"Bahria Town, Lahore, Punjab, ",Relatively New,2722.0,13960.32,Golf View Residencia ,Punjab,Bahria Town
52071797,Lahore,Lahore Houses,,4.0,5.0,0.0,2.0,0.0,1.65,,"Park View City, Lahore, Punjab, ",Undefined,,,Park View City,Punjab,Park View City
50948636,Lahore,Lahore Houses,6.0,6.0,6.0,3.0,3.0,2.0,15.9, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,10890.0,14600.55,DHA Phase 6,Punjab,DHA Defence
52023909,Lahore,Lahore Houses,6.0,5.0,5.0,2.0,2.0,2.0,5.5, For Sale,"Inmol Society, Lahore, Punjab, ",Relatively New,5445.0,10101.01,Inmol Employees Society ,Punjab,Inmol Society
52069037,Lahore,Lahore Houses,1.0,5.0,6.0,0.0,2.0,1.0,3.45, For Sale,"Johar Town, Lahore, Punjab, ",Under Construction,1361.0,25349.01,Johar Town Phase 2,Punjab,Johar Town
52088074,,,,1.0,1.0,0.0,1.0,0.0,0.88,,"Bahria Town, Lahore, Punjab, ",Undefined,,,Bahria Town ,Punjab,Bahria Town
52097486,,,,2.0,2.0,0.0,1.0,0.0,1.68,,"Bahria Town, Lahore, Punjab, ",Undefined,,,Bahria Town ,Punjab,Bahria Town
52008581,Lahore,Lahore Houses,,3.0,4.0,1.0,2.0,1.0,1.9, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,1361.0,13960.32,DHA 9 Town,Punjab,DHA Defence
52038855,,,,,,,,,4.1, For Sale,"Askari, Lahore, Punjab, ",Under Construction,3267.0,12549.74,Askari 11,Punjab,Askari
52005814,Lahore,Lahore Houses,,5.0,6.0,1.0,2.0,1.0,3.84, For Sale,"Central Park Housing Scheme, Lahore, Punjab, ",Relatively New,2722.0,14107.27,Central Park Housing Scheme,Punjab,Central Park Housing Scheme
52005993,Lahore,Lahore Houses,,5.0,6.0,1.0,2.0,1.0,2.4, For Sale,"Central Park Housing Scheme, Lahore, Punjab, ",Relatively New,2722.0,8817.05,Central Park Housing Scheme,Punjab,Central Park Housing Scheme
52007057,Lahore,Lahore Houses,,5.0,6.0,1.0,2.0,1.0,2.55, For Sale,"Central Park Housing Scheme, Lahore, Punjab, ",New Property,2722.0,9368.11,Central Park Housing Scheme,Punjab,Central Park Housing Scheme
52013459,Lahore,Lahore Houses,2.0,5.0,6.0,1.0,2.0,1.0,9.7, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,17814.51,DHA Phase 5,Punjab,DHA Defence
52005786,Lahore,Lahore Houses,3.0,6.0,6.0,1.0,2.0,1.0,24.0, For Sale,"DHA Defence, Lahore, Punjab, ",Relatively New,5445.0,44077.13,DHA Phase 6 ,Punjab,DHA Defence
52101178,,,,1.0,1.0,0.0,1.0,0.0,0.64,,"Bahria Town, Lahore, Punjab, ",Undefined,,,Grand X,Punjab,Bahria Town
52114497,Lahore,Lahore Houses,,4.0,5.0,0.0,2.0,0.0,2.65, For Sale,"Raiwind Road, Lahore, Punjab, ",Undefined,1361.0,19470.98,Lake City,Punjab,Raiwind Road
51672776,Lahore,Lahore Houses,,4.0,5.0,0.0,2.0,0.0,2.35, For Sale,"Raiwind Road, Lahore, Punjab, ",Undefined,1361.0,17266.72,Lake City ,Punjab,Raiwind Road
51195685,Lahore,Lahore Houses,,5.0,6.0,1.0,2.0,1.0,5.3, For Sale,"Raiwind Road, Lahore, Punjab, ",Undefined,2722.0,19470.98,Lake City ,Punjab,Raiwind Road
52102734,Lahore,Lahore Houses,4.0,6.0,7.0,2.0,3.0,2.0,16.0, For Sale,"DHA Defence, Lahore, Punjab, ",Undefined,5445.0,29384.76,DHA Phase 6 ,Punjab,DHA Defence
52032619,Lahore,Lahore Houses,2.0,5.0,6.0,1.0,2.0,1.0,3.8, For Sale,"Central Park Housing Scheme, Lahore, Punjab, ",New Property,2722.0,13960.32,Central Park ,Punjab,Central Park Housing Scheme
51939875,Lahore,Lahore Houses,1.0,3.0,4.0,1.0,2.0,1.0,2.0, For Sale,"DHA 11 Rahbar, Lahore, Punjab, ",Relatively New,1361.0,14695.08,DHA 11 Rahbar Phase 2,Punjab,DHA 11 Rahbar
52079834,,,,3.0,3.0,0.0,1.0,1.0,3.9, For Sale,"Askari, Lahore, Punjab, ",Undefined,2722.0,14327.7,Askari 11 ,Punjab,Askari
